"","Species","Range_size_km","Bill_Nares","Bill_Width","Bill_Depth","Tarsus_Length","Secondary1","Wing_Chord","Hand.Wing.Index..Claramunt.2011.","Tail_Length","Mass","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial"
"267","Megalaima_haemacephala",8342884.67598858,14.8,9.55,9.525,19.4875,59.3125,79.125,25.0825522,35.75,44.49,40,0,0,0,0,0,60,0,0,0,0,0,0,33,33,33,0
"1412","Megalaima_virens",4221250.60471658,29.55,13.35,17.425,32.675,109.25,139.5,21.67202429,91,202,20,0,0,0,0,0,60,0,0,20,0,0,20,40,40,0,0
"268","Megalurus_palustris",4445387.80496701,13.55,4.175,4.7,34.45,73.6,89.5,17.75520642,107.5,44.1,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"269","Megalurus_timoriensis",5279676.27256587,8.7,3.357142857,4.371428571,24.92857143,59.38571429,68.71428571,13.52617263,105.1428571,21.55,80,0,0,0,0,0,0,0,20,0,0,0,50,50,0,0,0
"1413","Megapodius_cumingii",1494248.00166959,12.125,6.275,7.9,62.25,157.7,213.5,26.13674046,68,1044,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"270","Megarynchus_pitangua",15540179.2173639,24.57137931,13.99645161,10.33870968,18.95375,88.66333333,112.525,22.66930146,86.496875,69.91,70,0,0,0,10,0,10,0,10,0,0,0,0,10,50,40,0
"1414","Megascops_atricapilla",1419535.60158611,11.55,7.55,11.3,33.45,128.3,171,24.96298475,95.5,118.89,90,0,0,0,10,0,0,0,0,0,0,0,10,10,20,60,0
"271","Megascops_choliba",14930027.9500154,12.095,6.94125,11.68076923,29.72642857,124.5422222,157.9578571,21.02144988,86.47846154,132,90,0,0,0,10,0,0,0,0,0,0,0,40,50,0,0,10
"1415","Megascops_guatemalae",2951139.80329744,12.21428571,7.892857143,11.37,28.11428571,116.1615385,158.4615385,26.69768489,78.99285714,118,90,0,0,0,10,0,0,0,0,0,0,0,30,20,20,30,0
"1416","Megascops_kennicottii",5080443.2056766,12.95,7.075,12.725,40.25,128.85,176.75,27.10951458,85.25,141.82,50,40,10,0,0,0,0,0,0,0,0,0,40,50,10,0,0
"1417","Megascops_trichopsis",1344823.20150263,9.825,5.1,10.125,24.85,112.725,148.75,24.20212642,77.25,88.26,100,0,0,0,0,0,0,0,0,0,0,0,10,20,50,10,10
"1418","Megascops_watsonii",7135034.20797231,13.29666667,8.356666667,13.27666667,34.67,127.2375,170.25,25.2525614,91,129,90,0,0,0,10,0,0,0,0,0,0,0,20,50,30,0,0
"1419","Melaenornis_pammelaina",5366840.73932993,9.125,4.25,4.55,22.878,80.25,100.2,20.1223014,83.4,30.2,90,0,0,0,0,0,10,0,0,0,0,0,60,20,20,0,0
"272","Melanerpes_aurifrons",2141755.46905974,24.7,7.55,6.925,23.85,97.2,129.75,25.07977651,77.75,80.77,40,0,0,0,10,0,30,0,20,0,0,0,20,20,60,0,0
"273","Melanerpes_candidus",7247102.80809753,26.075,7.675,8.075,24.625,108.85,157.25,30.73672786,96.5,108,20,0,0,0,0,0,60,0,20,0,0,0,0,50,50,0,0
"1420","Melanerpes_cruentatus",8006678.87561291,20.27333333,6.7525,6.599166667,18.50833333,82.20625,114.5,27.80905959,55.83333333,58.1,50,0,0,0,0,0,50,0,0,0,0,0,0,0,20,80,0
"1421","Melanerpes_flavifrons",2004782.73557337,20.925,6.525,6.65,18.8,85.775,117,26.64256198,69.5,57.78,30,0,0,0,0,0,40,0,30,0,0,0,0,50,50,0,0
"274","Melanerpes_formicivorus",3025852.20338091,20.575,8.175,7.65,21.475,103.625,143.75,27.99299082,84.5,79.62,20,0,0,0,0,0,10,10,60,0,0,0,0,0,40,60,0
"1422","Melanerpes_lewis",3249989.40363135,22.75,7.45,6.85,23.6,113.95,166,31.37686478,96.75,105.76,60,0,0,0,0,0,0,20,20,0,0,0,0,50,50,0,0
"275","Melanerpes_uropygialis",1145590.13461336,21.25,6.125,6.375,21.2,102.675,131.25,21.74684556,90.25,64.66,40,10,10,0,0,0,20,10,10,0,0,0,20,20,40,20,0
"1423","Melanochlora_sultanea",2938687.73661685,11,5.65,6.15,23.28666,83.175,104.7666,20.71683781,87.0666,37.6,70,0,0,0,0,0,20,0,10,0,0,0,0,20,40,40,0
"1424","Melanocorypha_bimaculata",3934853.07106324,12.85,5.7,8.075,24.875,71.425,116,38.43511652,52.75,54.1,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0
"1425","Melanocorypha_calandra",8417597.07607205,12.975,5.3,8,26.525,72.3,114,36.03753479,60.5,61.6,50,0,0,0,0,0,0,0,30,20,0,0,100,0,0,0,0
"1426","Melanopareia_torquata",3237537.33695077,7.490416667,3.32125,3.618095238,20.00333333,47.06466667,51.21791667,8.538068403,59.98916667,17.2,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0
"276","Melanotis_caerulescens",983713.267765815,16.7,4.825,6.1,30.25,96.025,111.25,13.68233499,126.5,61.57,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"1427","Meleagris_gallopavo",9849584.74433873,25.85,17.475,15.3,149.25,332.5,447.5,25.98130925,346.25,5791.37,20,0,0,0,0,0,20,0,20,40,0,0,90,10,0,0,0
"1428","Melierax_canorus",2764358.80308873,18.775,11.425,26.025,102.75,215.75,357.25,39.63284246,227.25,663.32,10,40,40,0,0,10,0,0,0,0,0,0,80,10,10,0,0
"1429","Melierax_gabar",16536344.5518103,11.475,8.175,11,48.95,123.2,191,35.49260832,143.5,169.55,10,80,10,0,0,0,0,0,0,0,0,0,0,0,33,33,33
"1430","Melophus_lathami",4993278.73891253,9.3,4.425,6.35,19.975,64.85,78.625,17.45664028,68,21.9,30,0,0,0,0,0,0,0,70,0,0,0,100,0,0,0,0
"1431","Melospiza_georgiana",5678142.40634442,8.175,4.125,5.225,21.42,50.425,62.1,19.1457063,56.8,16.1,40,0,0,0,0,0,30,0,30,0,0,0,100,0,0,0,0
"277","Melospiza_lincolnii",4893662.20546788,8.025,3.975,5.05,20.16,49.7,63.4,22.32394026,56.6,16.6,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0
"278","Melospiza_melodia",10297859.1448396,8.5,5.175,6.85,21.2,52.225,65.75,20.63416854,66.5,21.91,40,0,0,0,0,0,30,0,30,0,0,0,70,30,0,0,0
"1432","Merops_bullockoides",6612047.40738794,28.875,6.475,6.7,12.3,84.5,113,25.24706653,94.25,34.8,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"279","Merops_orientalis",14905123.8166543,22.31166667,5.6675,4.7825,10.43583333,59.11333333,90.6325,34.76123521,97.88,14.8,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
"1433","Merops_philippinus",6338101.94041518,33.8,6.775,7.525,11.575,104.2,130.75,20.31689527,90.75,34,100,0,0,0,0,0,0,0,0,0,0,0,0,40,50,0,10
"1434","Merops_pusillus",16710673.4853384,20.125,5.025,4.625,9.725,52.25,75.75,31.05060991,63.25,15.1,100,0,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0
"1435","Merops_viridis",4420483.67160585,30.03875,7.2225,7.505,10.9575,79.5225,113.97375,30.01264923,102.465,34.8,100,0,0,0,0,0,0,0,0,0,0,0,10,30,60,0,0
"1436","Merulaxis_ater",398466.133778558,11.675,4.425,5.3,25.775,61.4,64.875,5.362224394,85,35.03,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1437","Metriopelia_melanoptera",2502865.40279656,8.575,3,3.375,20.15,78.5,127.75,38.55411606,78,100,10,0,0,0,0,0,60,0,20,10,0,0,100,0,0,0,0
"1438","Micrastur_mintoni",2378344.73599076,13.43285714,9.231428571,13.44857143,56.99714286,146.7171429,187.5714286,21.79383025,154.8571429,209.5,50,0,0,0,50,0,0,0,0,0,0,0,0,100,0,0,0
"1439","Micrastur_mirandollei",6350554.00709576,18.81722222,11.54666667,17.91055556,72.996,192.3316667,233,17.42641722,201.1666667,548.99,0,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"1440","Micrastur_ruficollis",14855315.5499319,11.77083333,8.26,12.23153846,58.05384615,129.2766667,167.5384615,21.80046538,166.8846154,177.64,0,20,80,0,0,0,0,0,0,0,0,0,40,30,30,0,0
"1441","Micrastur_semitorquatus",15577535.4174056,18.64111111,10.78,18.686,82.678,220.845,267.5,19.44658481,279.7,621.68,0,80,20,0,0,0,0,0,0,0,0,0,50,30,20,0,0
"1442","Microcerculus_marginatus",6201129.2069288,11.95037037,3.403888889,3.54462963,22.85203704,51.46490196,58.22222222,11.62119314,24.5,18.22,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"1443","Microhierax_erythrogenys",734671.934154217,10.575,8.1,11.1,21.55,66.875,108.75,38.49498602,59.5,49.96,90,0,10,0,0,0,0,0,0,0,0,0,0,0,33,33,33
"1444","Microhierax_melanoleucos",3038304.27006149,10.4,9.075,10.325,24.5,66.95,112.25,40.37714481,68.5,64.22,60,30,10,0,0,0,0,0,0,0,0,0,40,20,20,0,20
"280","Miliaria_calandra",12003792.2800791,9.2,5.15,8.35,24.175,71.725,96.25,25.51518869,65.5,48.5,30,0,0,0,0,0,0,0,50,20,0,0,90,10,0,0,0
"281","Milvago_chimachima",15029644.4834601,20.2525,10.8025,14.374,48.612,199.884,285.4,29.9575944,194.5,315.21,20,10,20,20,0,20,10,0,0,0,0,0,100,0,0,0,0
"282","Milvago_chimango",5092895.27235718,18.825,10.925,13.25,59.95,156,298.25,47.70392996,169.5,296,20,20,10,0,0,50,0,0,0,0,0,0,100,0,0,0,0
"283","Milvus_migrans",47492182.3197299,22.35,13.025,17.35,51.4,230.75,456.5,49.4721923,269.5,734.1,0,10,10,10,0,70,0,0,0,0,0,20,60,0,0,0,20
"1445","Milvus_milvus",3212633.20358961,23.325,12.6,18.6,48.45,236.75,481.25,50.80328075,340.25,1071.77,0,30,0,0,0,70,0,0,0,0,0,0,100,0,0,0,0
"1446","Mimus_gilvus",3934853.07106323,14.375,4.8,5.616,32.618,78.95,102.902,23.30161231,110.938,51.99,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"1447","Mimus_patagonicus",2415700.9360325,11.575,4.45,4.9,33.425,79.6,103.25,22.97994052,101,57.8,80,0,0,0,0,0,20,0,0,0,0,0,100,0,0,0,0
"284","Mimus_polyglottos",13087122.0812895,12.175,4.6,5.4,31.75,87.475,110,20.49604663,118.5,48.5,50,0,0,0,0,0,50,0,0,0,0,0,70,30,0,0,0
"285","Mimus_saturninus",8330432.60930799,13.525,5.05,6.42,33.41,91.895,114.25125,19.50105176,122.5144444,63.7,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"286","Mimus_thenca",498082.667223199,14.025,4.45,5.375,38.4,84.6,112.25,24.68112353,118.75,65.99,50,0,0,0,0,0,50,0,0,0,0,0,60,20,20,0,0
"1448","Mimus_triurus",4034469.60450787,11.85,4.4,5.325,31.693,80.875,103.7,21.44804267,106.6,47.2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1449","Minla_cyanouroptera",4046921.67118846,7.425,3.15,3.925,21.9,59.55,66.125,9.945848157,70.375,17,40,0,0,0,0,0,30,0,30,0,0,0,0,0,20,80,0
"1450","Minla_ignotincta",2141755.46905975,7.05,2.625,3.2,19.15,53.6,63.5,15.57967108,58.375,14.3,80,0,0,0,0,0,0,0,20,0,0,0,0,33,33,33,0
"1451","Minla_strigula",1668576.93519771,6.775,3.3,3.975,24.15,57.425,66.875,14.13029854,68.5,19.2,80,0,0,0,0,0,10,0,10,0,0,0,0,30,40,30,0
"1452","Mionectes_macconnelli",3673359.67077106,7.961666667,4.078333333,3.275,15.59666667,48.0025,58.5,16.48136874,46.16666667,13.5,70,0,0,0,0,0,30,0,0,0,0,0,0,20,80,0,0
"1453","Mionectes_oleagineus",11094791.4123968,7.786944444,3.876574074,3.445297619,14.72538012,50.05302083,61.21631579,17.63201325,47.61105263,11.17,20,0,0,0,0,0,80,0,0,0,0,0,0,50,50,0,0
"1454","Mionectes_rufiventris",1369727.33486379,9.3,4.275,3.74,16.16666667,60.05,68.42166667,13.26675049,55.01333333,13.3,50,0,0,0,0,0,50,0,0,0,0,0,0,10,90,0,0
"1455","Mirafra_africana",7097678.00793056,13.05,4.5,5.875,27.925,79.925,97.75,18.19283965,65,45.03,80,0,0,0,0,0,0,0,20,0,0,0,80,20,0,0,0
"1456","Mirafra_apiata",2714550.53636642,9.525,4.35,5.675,24.375,70.7125,83.875,15.64775075,56.875,26.87,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0
"1457","Mirafra_cheniana",535438.867264938,8.325,4.725,5.9,20.025,58.325,73.5,20.60998781,46.5,29.15,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0
"1458","Mirafra_erythroptera",2801715.00313048,8.525,4.3,5.5,19.45,59.375,75,20.84865316,49.5,21.3,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0
"1459","Mirafra_javanica",17532509.8862567,9.15,4.775,6.425,21.65,57.2,71.75,20.24256029,48.5,23,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0
"1460","Mirafra_rufocinnamomea",12153217.0802461,8.75,3.95,4.975,22.786,68.525,80,14.03373073,54,26.29,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0
"1461","Mirafra_sabota",3175277.00354787,9.7,4.025,4.675,21.575,65.875,80.875,18.51269665,50.625,24.7,80,0,0,0,0,0,0,0,10,10,0,0,70,30,0,0,0
"287","Mniotilta_varia",6051704.40676184,9.5,2.7,3.25,16.95,49.725,66.75,25.50560546,47,10.9,80,0,0,0,0,0,20,0,0,0,0,0,0,20,60,20,0
"288","Molothrus_aeneus",2764358.80308874,15.1,5.975,9.65,29.05,80.4,107.5,25.28873718,79.75,62.61,70,0,0,0,0,0,0,0,30,0,0,0,80,10,10,0,0
"289","Molothrus_ater",7272006.94145868,11.075,5.35,8.75,24.25,68.85,102.75,32.97972379,68.75,40.26,40,0,0,0,0,0,0,0,60,0,0,0,80,10,10,0,0
"290","Molothrus_bonariensis",16623509.0185743,12.52625,5.9025,7.781,25.721,79.16333333,104.262,26.18207854,75.5,41.49,70,0,0,0,0,0,0,0,30,0,0,0,100,0,0,0,0
"1462","Molothrus_oryzivorus",12850532.8143586,21.41625,9.02375,10.89125,40.7975,114.01,166.875,32.04545073,122.625,181.85,30,0,0,0,0,0,40,30,0,0,0,0,40,10,10,40,0
"1463","Molothrus_rufoaxillaris",5665690.33966386,11.025,5.05,9.25,24.9,81.7,112.875,27.58989776,84.25,47.5,30,0,0,0,0,0,10,0,60,0,0,0,90,10,0,0,0
"1464","Momotus_momota",11567969.9462588,29.34703704,9.875185185,11.915,27.40714286,112.2688889,134.8746429,16.71636106,207.9010714,114.96,50,10,10,0,0,0,30,0,0,0,0,0,30,30,30,10,0
"1465","Monasa_morphoeus",6475074.67390156,25.94,9.14,11.48,19.38,98.44,126,21.93972432,113.4,87.9,80,0,10,0,0,0,10,0,0,0,0,0,33,33,33,0,0
"1466","Monasa_nigrifrons",7882158.20880711,28.15,9.5,12.125,21.2,106.325,127.75,16.73561841,118.75,80.7,70,0,30,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"1467","Monticola_brevipes",1568960.40175307,14.15142857,4.995714286,4.99,22.55142857,78.78571429,101.7142857,22.53256323,61.57142857,33,80,0,0,0,0,0,10,0,10,0,0,0,100,0,0,0,0
"1468","Monticola_explorator",759576.067515376,13.225,4.575,5.125,33.15,75.075,97.25,22.79061556,60,44.43,60,0,0,0,0,0,20,0,20,0,0,0,80,20,0,0,0
"1469","Monticola_gularis",2714550.53636642,11.15,4.225,5.775,23.775,66.45,96,30.80709731,66.25,34.6,100,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0
"1470","Monticola_rufiventris",4084277.8712302,13.725,5.025,6.375,26.625,91.8,120.5,23.81022843,99,53.2,80,0,10,0,0,0,10,0,0,0,0,0,100,0,0,0,0
"1471","Monticola_rupestris",884096.734321177,15.5,5.35,6.275,29.9,87.925,110.5,20.43612472,76.5,61.39,40,0,10,0,0,0,20,10,20,0,0,0,80,10,10,0,0
"291","Monticola_solitarius",28502780.6318474,15.725,5.3,6.05,28.125,86.425,120.3125,28.17086523,85.3125,53.65,40,10,20,0,0,0,20,0,10,0,0,0,80,0,20,0,0
"1472","Morphnus_guianensis",13336163.4149012,30.33333333,13.775,21.725,80.85,358.5666667,465,22.96623014,375.5,1750,0,60,40,0,0,0,0,0,0,0,0,0,0,0,33,33,33
"1473","Motacilla_aguimp",14344780.8160282,10.5,3.45,3.8,24.9,67.975,91.125,25.37811614,95,27,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"292","Motacilla_alba",34815978.4389013,9.649,3.371,3.465,23.413,60.21,87.2,30.97882362,88.35,23.93,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"293","Motacilla_capensis",5155155.60576007,10.2,3.225,3.6,23.275,59.975,81,25.93025031,85.25,20.8,80,0,10,10,0,0,0,0,0,0,0,0,100,0,0,0,0
"294","Motacilla_cinerea",28876342.6322648,10.8,3.125,2.975,18.688,51.95,81.6,35.43056843,89.2,17.15,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1474","Motacilla_citreola",7558404.47511203,9.625,3.125,3.55,24.65,61.675,85.875,28.26127272,85.25,19.11,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1475","Motacilla_flava",34753718.1054984,9.5375,3.2875,3.425,23.72444444,53.025,79.22222222,32.75270486,67.22222222,17.68,70,0,0,0,0,0,10,0,10,10,0,0,100,0,0,0,0
"1476","Motacilla_madaraspatensis",3586195.204007,11.775,3.625,4.025,25.85,71.625,96.375,25.63425891,106,30.5,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1477","Mulleripicus_funebris",597699.200667837,26.44625,10.2225,10.345,26.335,124.8775,157.51125,20.718629,115.34375,164,100,0,0,0,0,0,0,0,0,0,0,0,0,20,40,40,0
"1478","Muscicapa_dauurica",8230816.07586335,8,4.575,3.525,14.1,48.925,69.25,29.35421995,46.75,9.8,100,0,0,0,0,0,0,0,0,0,0,0,20,40,40,0,0
"1479","Muscicapa_ferruginea",2278728.20254613,6.45,4.6,2.725,11.466,47.4,70.6,32.52905203,45.4,12,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0
"295","Muscicapa_griseisticta",3175277.00354787,6.8125,4.475,3.3875,14.4125,56.025,84.2375,33.61266777,46.2625,15.9,80,0,0,0,0,0,20,0,0,0,0,0,100,0,0,0,0
"1480","Muscicapa_randi",298849.600333919,7.4,4.2,3.6,12.5,51.5,65.5,21.3740458,52,20.12,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"1481","Muscipipra_vetula",1158042.20129393,10.4,6.475,4.85,20.2,81.875,111.75,26.74942935,111,27,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1482","Muscisaxicola_capistratus",1780645.53532293,11.2,4.058888889,3.701111111,28.26888889,76.62222222,115,33.2958534,66.77777778,26.6,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1483","Muscisaxicola_cinereus",1257658.73473857,9.4,3.2,3.4,28.625,74.3,105.625,29.58812101,66.5,18.59,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1484","Muscisaxicola_maclovianus",3449222.47052062,9.05,3.35,3.425,30.1,72.7,109.5,33.60062018,68,23.79,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1485","Muscisaxicola_maculirostris",2116851.33569858,8.975,3.4,3.075,25.65,62.55,85.625,26.92643118,59.875,14.2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1486","Myadestes_occidentalis",1195398.40133568,7.75,4.75,4.6,20.775,74.85,102.5,27.0132968,101.25,36.4,70,0,0,0,0,0,30,0,0,0,0,0,0,20,80,0,0
"1487","Myadestes_townsendi",5416649.00605225,8.2,4.4,4.75,21.025,80.55,114.875,29.87505863,105.75,33.2,50,0,0,0,0,0,20,0,20,10,0,0,0,0,60,20,20
"1488","Mycerobas_affinis",2179111.66910149,16.75,11.075,14.675,27.174,92.475,124.4,25.13854726,86.2,83,10,0,0,0,0,0,20,0,50,20,0,0,33,33,33,0,0
"1489","Mycerobas_carnipes",10297859.1448396,16.55,12.425,15.5,25.375,80.4,112.5,28.51259352,93.5,58.84,10,0,0,0,0,0,60,0,30,0,0,0,0,33,33,33,0
"1490","Mycerobas_melanozanthos",2477961.2694354,17.95,12.775,17.225,21.6,76.3,119.75,36.29732182,72.25,62,0,0,0,0,0,0,40,0,40,20,0,0,20,20,40,20,0
"296","Myiarchus_cinerascens",1892714.13544815,14.625,6.675,5.925,22.7,77,96.75,20.42199541,91,28.2,70,0,10,0,0,0,20,0,0,0,0,0,0,70,30,0,0
"297","Myiarchus_ferox",12950149.3478032,14.425,8.42,5.573,21.20454545,74.155,85.52454545,11.97628888,86.05181818,27.5,50,0,0,0,0,0,50,0,0,0,0,0,0,80,20,0,0
"1491","Myiarchus_swainsoni",12302641.880413,14.55,8.11,5.704285714,18.51285714,72.05571429,86.46428571,16.61982717,78.96,25.1,70,0,0,0,0,0,20,0,10,0,0,0,0,100,0,0,0
"1492","Myiarchus_tuberculifer",12576587.3473858,12.77714286,6.914285714,5.042857143,19.72285714,65.91,79.44444444,18.79819707,78.57142857,17.7,80,0,0,0,0,0,10,0,10,0,0,0,0,33,33,33,0
"298","Myiarchus_tyrannulus",12651299.7474693,14.8275,9.424444444,6.228888889,20.18777778,75.24777778,87.40333333,14.06211331,80.94333333,35.45,70,0,10,0,0,0,20,0,0,0,0,0,20,80,0,0,0
"1493","Myiobius_atricaudus",6599595.34070736,7.019333333,4.987083333,3.172962963,15.81333333,51.782,59.534,13.00548086,59.236,10,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0
"1494","Myiobius_barbatus",7595760.67515377,6.986,4.246,3.726666667,14.9333125,52.554,62.5351875,16.81112471,54.0639375,11.9,100,0,0,0,0,0,0,0,0,0,0,0,0,30,70,0,0
"1495","Myioborus_miniatus",3362058.00375657,7.026315789,4.143684211,3.243210526,18.12315789,50.15,64.17105263,19.2167859,66.35526316,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"1496","Myioborus_pictus",1170494.26797451,6.7,3.775,3.575,17.375,58.7,73.375,19.94041376,64,9.79,80,0,0,0,0,0,0,20,0,0,0,0,0,100,0,0,0
"1497","Myiodynastes_maculatus",12090956.7468432,18.67,12.41416667,7.9825,18.285,81.28909091,100.7175,19.07942802,83.84083333,43.2,40,0,30,0,0,0,30,0,0,0,0,0,0,0,100,0,0
"1498","Myiopagis_caniceps",10397475.6782843,6.8625,3.55,3.11,16.391,48.935,58.446,18.47258695,50.411,10.5,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,100,0
"1499","Myiopagis_flavivertex",2378344.73599077,7.44,4.0475,3.355,17.7,50.77,61.5,17.43948413,56.25,11.84,100,0,0,0,0,0,0,0,0,0,0,0,0,20,30,50,0
"1500","Myiopagis_gaimardii",9974105.41114456,6.8525,3.895,3.254,17.478,46.14,57.226,18.35852219,51.356,12.02,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,100,0
"1501","Myiopagis_viridicata",10422379.8116454,6.6875,3.6125,3.661818182,16.14,47.409,59.76416667,19.15949456,55.11416667,11.51,60,0,0,0,0,0,20,0,20,0,0,0,0,0,50,50,0
"1502","Myioparus_plumbeus",10895558.3455075,7.8,3.3,3.375,17.854,51.45,63.2,17.68840714,58.6,12.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0
"299","Myiophobus_fasciatus",12651299.7474693,7.4,5.696,3.66125,15.09777778,45.44916667,56.87888889,20.4306926,51.57,9.9,80,0,0,0,0,0,20,0,0,0,0,0,0,100,0,0,0
"300","Myiopsitta_monachus",10771037.6787017,19.3025,12.565,19.1375,15.6075,82.815,147.25,43.75836681,143.375,120,10,0,0,0,0,0,30,0,30,30,0,0,20,20,40,20,0
"1503","Myiornis_auricularis",1693481.06855887,6.675,3.25,2.625,13.6,35.675,39.75,10.24285944,27.5,5.3,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"1504","Myiornis_ecaudatus",7508596.20838971,6.28,3.03,3.003333333,11.616875,25.05333333,30.9375,16.49624274,17.625,5.25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"301","Myiozetetes_cayanensis",9114912.81018454,9.74625,5.3875,4.5175,18.06875,69.985,83.5,15.41534816,70,25.9,70,0,0,0,0,0,30,0,0,0,0,0,50,30,20,0,0
"302","Myiozetetes_similis",13024861.7478867,9.965,5.588333333,4.901111111,18.477,74.24,86.8675,15.29127723,68.6193,28,40,0,10,0,0,0,40,0,10,0,0,0,20,20,40,20,0
"1505","Myophonus_caeruleus",8044035.07565466,19.45,7.125,9.725,49.5,133.75,168.75,20.72113387,119,157.98,60,0,10,0,0,0,30,0,0,0,0,0,100,0,0,0,0
"1506","Myrmeciza_atrothorax",7483692.07502855,9.22,3.7975,3.88,25.21,48.0375,55.5,13.42675084,51.5,16.1,90,0,10,0,0,0,0,0,0,0,0,0,60,40,0,0,0
"1507","Myrmeciza_squamosa",473178.533862038,8.766666667,3.733333333,3.833333333,27.39047619,55.50952381,61.03571429,9.040967758,65.0952381,18.5,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0
"1508","Myrmecocichla_cinnamomeiventris",5553621.73953864,12.3625,4.3375,4.8375,28.7,93.8125,109.4375,14.26675355,90.5,39.8,40,0,0,0,0,0,40,20,0,0,0,0,50,0,30,20,0
"1509","Myrmecocichla_formicivora",2540221.6028383,13.525,5.325,5.85,35.075,78.1,96.5,19.06340408,57.5,41.6,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0
"1510","Myrmoborus_myotherinus",5715498.60638618,10.52296296,4.209259259,4.565555556,24.61285714,53.21043478,62.39655172,14.90608613,40.83333333,18.8,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0
"1511","Myrmornis_torquata",4071825.80454962,14.9525,4.3675,5.09575,24.88125,77.942,89.75,13.04370986,38.875,46.7,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1512","Myrmotherula_axillaris",9177173.14358744,8.961754386,3.347368421,3.809710145,15.27818841,42.82111111,50.78510638,15.21323953,36.61377778,8.09,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0
"1513","Myrmotherula_gularis",796932.267557117,9.325,3.675,3.75,15.7,45.375,51,11.02971342,37.75,11.3,100,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"1514","Myrmotherula_hauxwelli",4918566.33882905,8.398571429,3.552142857,3.38,19.157,42.26428571,50.36666667,15.60271353,25.1,10.7,90,0,10,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"1515","Myrmotherula_longipennis",5864923.40655314,9.416551724,3.946551724,3.777241379,15.49766667,45.91857143,56.38333333,18.2304773,32.18965517,9.4,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"1516","Myrmotherula_menetriesii",7122582.14129173,9.775,3.831666667,3.443333333,15.81666667,45.026,52.33333333,14.38949305,31.16666667,8.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
