"","Species","Range_size_km","Bill_Nares","Bill_Width","Bill_Depth","Tarsus_Length","Secondary1","Wing_Chord","Hand.Wing.Index..Claramunt.2011.","Tail_Length","Mass","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial"
"1066","Drymophila_malura",1070877.73452987,8.185,3.05,3.2975,22.5575,50.25,56.25,10.71755558,77,13,100,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"1067","Drymophila_squamata",747124.000834798,9.6,3.85,3.502,19.502,47.95,54.442,12.01399099,51.214,10.8,100,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"1068","Dryocopus_javensis",5727950.67306676,45.975,14.95,13.4,33.05,182.175,231.25,21.20543825,171,271.4,100,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0
"1069","Dryocopus_lineatus",16349563.5516016,30.895625,11.048125,9.721875,28.489375,142.895,181.418125,21.24542724,119.6746667,183.19,80,0,0,0,0,0,10,0,10,0,0,0,20,20,60,0,0
"177","Dryocopus_martius",24742256.4943124,46.75,15.6,13.4,34.025,178.125,241.5,26.23225947,175.125,321,100,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0
"1070","Dryocopus_pileatus",8068939.20901578,37.425,15.3,11.575,28.6,166.575,223,25.33057724,166,286.59,70,0,0,0,0,0,20,0,10,0,0,0,20,30,30,20,0
"178","Dryoscopus_cubla",7309363.14150043,11.525,5.4,6.7,23.448,68.775,78.6,11.83248286,67.2,26.23,50,0,20,0,0,0,20,0,0,10,0,0,0,20,40,40,0
"1071","Ducula_aenea",9177173.14358744,16.24470588,8.22,6.930588235,30.56647059,165.9917647,239.7770588,30.76521567,140.8617647,545,0,0,0,0,0,0,90,0,0,10,0,0,0,0,20,80,0
"1072","Ducula_carola",622603.334028998,12.925,6.175,5.575,25.325,132.25,208.25,36.44142151,117,289,0,0,0,0,0,0,100,0,0,0,0,0,0,0,60,40,0
"1073","Ducula_poliocephala",759576.067515377,13.5,6.3,5.95,29.5,149.875,213.25,29.82701131,151.25,555,0,0,0,0,0,0,100,0,0,0,0,0,80,0,10,10,0
"179","Dumetella_carolinensis",3872592.73766033,11.28714286,3.942857143,4.908571429,26.785,73.35285714,90.125,18.65310132,93.375,35.3,60,0,0,0,0,0,40,0,0,0,0,0,0,80,20,0,0
"1074","Dysithamnus_mentalis",6798828.40759665,9.145925926,4.224074074,4.647021277,18.63744681,52.75142857,59.2893617,11.69615702,42.72043478,14.87,90,0,0,0,0,0,10,0,0,0,0,0,0,40,40,20,0
"1075","Dysithamnus_stictothorax",734671.934154217,10.35,4.6,5.375,20.275,56.525,61.5,8.08699101,45,16.16,90,0,0,0,0,0,10,0,0,0,0,0,0,30,70,0,0
"180","Elaenia_albiceps",12763368.3475945,7,3.7,3.510833333,17.77,57.50384615,74.38857143,22.07524279,68.54733333,15.5,50,0,0,0,0,0,50,0,0,0,0,0,0,0,100,0,0
"181","Elaenia_chiriquensis",9488474.81060194,7.8525,4.2925,4.133333333,16.42833333,57.34,72.385,20.78715505,62.035,15.4,50,0,0,0,0,0,50,0,0,0,0,0,0,40,60,0,0
"1076","Elaenia_cristata",6238485.40697054,7.63,4.7825,3.5275,19.075,56.2425,66.25,15.06520737,56.5,18.2,50,0,0,0,0,0,50,0,0,0,0,0,0,30,40,30,0
"182","Elaenia_flavogaster",12900341.0810809,7.3525,4.7225,4.363333333,19.01818182,64.96333333,77.07363636,14.91126078,69.21636364,24.8,50,0,0,0,0,0,50,0,0,0,0,0,0,20,40,30,10
"1077","Elaenia_mesoleuca",2689646.40300526,7.075,4.075,3.756,15.99666667,62.25333333,79.95,22.1214346,66.39333333,17.6,50,0,0,0,0,0,50,0,0,0,0,0,0,20,40,40,0
"1078","Elaenia_obscura",3386962.13711773,7.6,3.95,3.85,19.075,70.675,86.5,18.28779946,78,23.9,50,0,0,0,0,0,50,0,0,0,0,0,0,0,20,60,20
"1079","Elaenia_parvirostris",3237537.33695077,6.725,3.55,3.125,18.075,57.85,71,18.49339944,62,13.8,70,0,0,0,0,0,30,0,0,0,0,0,0,33,33,33,0
"1080","Elaenia_spectabilis",3573743.13732642,7.972857143,4.597142857,4.095454545,18.6825,65.98181818,79.94666667,18.7914743,71.38583333,27.3,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,100,0
"1081","Elanoides_forficatus",14008575.0156525,18.96,9.6675,12.1775,33.07,214.685,403.75,46.86479438,279.25,416.24,70,0,20,0,0,0,10,0,0,0,0,0,0,50,50,0,0
"183","Elanus_caeruleus",34392608.1717617,16.05,9.3,11.875,31.45,160.175,292.25,45.17679191,126.25,259.76,20,60,20,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"184","Elanus_leucurus",16536344.5518103,15.345,8.455,10.5575,31.7375,168.405,288.75,41.55295353,162.75,346,0,90,10,0,0,0,0,0,0,0,0,0,80,0,0,0,20
"1082","Eleoscytalopus_indigoticus",821836.400918276,7.45,3.3,3.625,19.6,49.725,53.75,7.551676429,35,16.15,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0
"1083","Eleothreptus_anomalus",2689646.40300526,6.3,5,2.7,18.875,77.5,129.25,39.96854329,71.5,43.7,100,0,0,0,0,0,0,0,0,0,0,0,20,70,10,0,0
"1084","Eleothreptus_candicans",1867810.00208699,6.375,4.275,3.125,19.9,99.25,151,34.27152318,103.75,49.3,100,0,0,0,0,0,0,0,0,0,0,0,20,40,40,0,0
"1085","Emberiza_capensis",2789262.9364499,8.025,4.625,5.65,19.8,63.3,75.5,16.16709957,60.25,20.9,30,0,0,0,0,0,0,0,60,10,0,0,0,50,40,10,0
"1086","Emberiza_cia",8392692.94271089,8.175,3.725,4.775,18.675,62.725,79.25,20.83590614,68.5,23.43,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0
"1087","Emberiza_cioides",12215477.413649,7.15,4.4,5.625,18.65,62.25,81,23.1502419,77,21.02,30,0,0,0,0,0,0,0,60,10,0,0,100,0,0,0,0
"185","Emberiza_cirlus",4644620.87185629,7.75,4.175,6.4,18.075,59.1,73.75,19.892608,65,25.6,30,0,0,0,0,0,0,0,60,10,0,0,100,0,0,0,0
"186","Emberiza_citrinella",18018140.4867993,8.05,4.025,5.775,17.7,61.575,83.75,26.47758569,67.625,29.7,30,0,0,0,0,0,0,0,60,10,0,0,100,0,0,0,0
"187","Emberiza_elegans",3299797.67035367,7.525,3.775,4.7,20.575,59.925,72.75,17.66599598,56.75,16.84,30,0,0,0,0,0,0,0,60,10,0,0,0,20,60,20,0
"1088","Emberiza_flaviventris",10048817.811228,8.3,4.275,5.475,17.25,60.25,78.875,23.58542824,68.75,18.24,30,0,0,0,0,0,0,0,60,10,0,0,0,0,20,80,0
"1089","Emberiza_fucata",5628334.13962212,7.85,4.275,5.75,20.6,58.675,73,19.49310465,55.75,19.8,30,0,0,0,0,0,0,0,60,10,0,0,0,50,50,0,0
"1090","Emberiza_leucocephalos",6948253.2077636,8.375,4.2,5.95,19.075,66.875,91.25,26.71815673,77,28.5,30,0,0,0,0,0,0,0,50,20,0,0,100,0,0,0,0
"1091","Emberiza_pallasi",2477961.2694354,6.725,3.35,4.675,17.875,54.95,70.75,22.33318384,61.375,13.96,30,0,0,0,0,0,0,0,50,20,0,0,70,20,10,0,0
"1092","Emberiza_pusilla",3486578.67056237,6.775,3.575,4.5625,17.675,50,68.25,26.72512347,54.125,14.57,30,0,0,0,0,0,0,0,70,0,0,0,0,20,60,20,0
"188","Emberiza_rustica",3511482.80392353,7.675,4,5.375,20.975,61.475,79.75,22.93156646,64,20.54,30,0,0,0,0,0,0,0,70,0,0,0,0,20,60,20,0
"1093","Emberiza_rutila",1705933.13523945,7.6,4.025,5.225,19.1,53.175,74.25,28.39356923,55.875,17.5,70,0,0,0,0,0,0,0,30,0,0,0,0,30,40,30,0
"1094","Emberiza_schoeniclus",19524840.5551494,6.6925,3.685,4.855,18.685,63.55,79.5,20.19066203,64,18.4,30,0,0,0,0,0,0,0,50,20,0,0,90,10,0,0,0
"1095","Emberiza_spodocephala",3710715.8708128,7.675,4.05,5.525,20.075,55.65,69,19.364889,60.25,18.45,70,0,0,0,0,0,0,0,30,0,0,0,90,10,0,0,0
"1096","Emberiza_stewarti",1618768.66847539,7.225,3.55,4.45,17.525,64.175,77.75,17.30016375,67,15.96,30,0,0,0,0,0,0,0,60,10,0,0,100,0,0,0,0
"1097","Emberiza_striolata",7533500.34175087,7.0875,3.9875,4.9625,15.825,59.775,74.3125,19.52427741,60.5,14.8,20,0,0,0,0,0,10,0,60,10,0,0,100,0,0,0,0
"1098","Emberiza_sulphurata",522986.800584361,7.475,3.85,5.325,17.775,49.775,68.125,26.92172807,55.15,14.89,30,0,0,0,0,0,0,0,60,10,0,0,80,10,10,0,0
"1099","Emberiza_tahapisi",12389806.3471771,9.1625,4.125,4.9,16.0125,61.125,77,20.64345464,58.5,12.98,30,0,0,0,0,0,0,0,60,10,0,0,0,0,50,50,0
"1100","Emberiza_tristrami",1170494.26797451,7.5,4.15,5.275,19.75,53.875,69.5,22.52065589,54,18,30,0,0,0,0,0,0,0,60,10,0,0,0,50,40,10,0
"1101","Emberiza_yessoensis",1021069.46780755,6.65,3.475,4.825,19.1,55.025,66.75,17.51264226,58.75,13.49,30,0,0,0,0,0,0,0,60,10,0,0,60,30,10,0,0
"1102","Emberizoides_herbicola",7583308.60847319,8.2725,4.6275,6.39625,23.525,60.875,69.23375,10.74073461,95.82125,27.55,40,0,0,0,0,0,20,0,30,10,0,0,70,30,0,0,0
"1103","Emberizoides_ypiranganus",1033521.53448814,8.525,5.47,5.995,20.095,53.99666667,61.9825,11.68714127,88.6025,20.1,40,0,0,0,0,0,20,0,30,10,0,0,20,60,20,0,0
"189","Embernagra_platensis",3735620.00417396,10.35,5.475,7.775,28.6,72.4,82.25,11.82997259,78.75,45.5,40,0,0,0,0,0,20,0,30,10,0,0,20,60,20,0,0
"1104","Empidonax_affinis",1045973.60116872,8.45,4.375,3.35,14.625,55.975,71.5,21.67048055,59,11.3,100,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0
"1105","Empidonax_albigularis",1407083.53490553,8.05,5.575,3.325,16.825,46.975,61.125,23.16145223,56.75,9.58,90,0,0,0,0,0,10,0,0,0,0,0,0,100,0,0,0
"1106","Empidonax_flaviventris",1307467.00146089,7.35,5.35,3.525,16.025,48.275,63.625,24.10703597,50.5,11.8,90,0,0,0,0,0,10,0,0,0,0,0,20,80,0,0,0
"1107","Empidonax_fulvifrons",1344823.20150263,6.586,4.452,2.977,14.082,47.75,59.5,19.0102189,53.3,7.9,100,0,0,0,0,0,0,0,0,0,0,0,0,30,60,10,0
"1108","Empidonax_hammondii",1506700.06835017,7.075,4.1,2.95,14.575,51.175,66.625,23.14488742,53.75,10.44,100,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0
"1109","Empidonax_minimus",1855357.93540641,6.95,4.675,3,15.12,47.85,64.4,22.81592337,53.7,10,90,0,0,0,0,0,10,0,0,0,0,0,0,80,20,0,0
"1110","Empidonax_oberholseri",1369727.33486379,7.775,4.6,3.175,17.525,54.15,66.625,18.70949329,60.625,10.4,100,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0
"190","Empidonax_occidentalis",1083329.80121046,8.268,5.39,3.664,16.284,51.2,66.7,20.6125325,64,11.6,90,0,0,0,0,0,10,0,0,0,0,0,30,30,40,0,0
"191","Empidonax_wrightii",1394631.46822495,8.55,4.525,3.6,18,56.675,72,21.26616795,60.625,12.3,90,0,0,0,0,0,10,0,0,0,0,0,50,50,0,0,0
"1111","Empidonomus_aurantioatrocristatus",6300745.74037344,9.65,6.5625,4.6675,14.68,72.6925,91,20.05359695,75.75,33,80,0,0,0,0,0,20,0,0,0,0,0,0,33,33,33,0
"192","Empidonomus_varius",11804559.2131898,10.495,6.2225,5.352222222,14.62777778,74.49888889,94.07555556,20.81862519,77.96666667,27.1,60,0,0,0,0,0,40,0,0,0,0,0,0,30,70,0,0
"1112","Enicognathus_ferrugineus",1120686.0012522,19.225,12.3,24.125,17.95,98.25,185.75,47.03896714,150.5,160,0,0,0,0,0,0,30,0,30,40,0,0,50,30,20,0,0
"1113","Enicurus_immaculatus",1481795.93498901,11.05,3.35,3.9,26.225,67.275,88.875,24.27376806,114.75,25.5,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1114","Enicurus_leschenaulti",8218364.00918278,13.87142857,4.228571429,4.628571429,28.35714286,73.18571429,91.57142857,20.22323945,88.2,33.8,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1115","Enicurus_maculatus",2727002.603047,13.975,3.725,4.425,28.15,75.95,101.875,25.41266044,141,40.39,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1116","Enicurus_schistaceus",4171442.33799426,12.1,4.025,4.375,25.014,63.875,90.2,27.63459872,124.2,31,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1117","Enicurus_scouleri",4632168.80517571,7.425,2.7,2.925,24.125,54.25,71.375,23.97678177,46.5,17.8,90,0,0,0,0,0,0,0,0,10,0,0,80,20,0,0,0
"1118","Eophona_migratoria",2042138.93561511,15.3,9.875,12.5,21,65.075,97.25,33.10030589,74.25,46.88,20,0,0,0,0,0,30,0,50,0,0,0,33,33,33,0,0
"1119","Eophona_personata",1394631.46822495,18.175,12.2,16.1,21.834,67.925,107.5,36.41981393,78.6,80,20,0,0,0,0,0,30,0,50,0,0,0,0,0,40,60,0
"1120","Eremomela_icteropygialis",11306476.5459666,6.15,2.4,2.425,16.79,46.4,53.6,12.44075659,33,7.54,100,0,0,0,0,0,0,0,0,0,0,0,10,30,30,30,0
"1121","Eremomela_usticollis",2365892.66931018,6.85,2.55,2.4,19.675,46.675,53.5,12.73606024,43,8.39,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
"193","Eremophila_alpestris",19425224.0217048,9.225,4.05,4.825,23.35,64.5,105.75,39.01121291,71.25,33.33,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0
"1122","Eremopterix_griseus",3934853.07106324,7.475,4.975,5.95,14.575,52.9,75,29.45041808,43.5,16,40,0,0,0,0,0,0,0,60,0,0,0,100,0,0,0,0
"1123","Eremopterix_leucotis",10148434.3446727,7.45,4.625,5.5,15.578,55.25,78,29.1623794,47.8,16.4,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0
"1124","Eremopterix_nigriceps",10758585.6120211,8,4.925,5.875,15.675,56.225,75.5,25.54096159,43.75,13.85,40,0,0,0,0,0,0,0,60,0,0,0,100,0,0,0,0
"1125","Eremopterix_verticalis",3735620.00417396,7.4,5.225,5.925,16.575,57.95,80,27.5488542,46,17,10,0,0,0,0,0,0,0,70,20,0,0,100,0,0,0,0
"1126","Ergaticus_ruber",572795.067306675,6.625,3.35,3.775,18.3,48.9,58.5,16.40828822,58,8.1,100,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0
"194","Erithacus_rubecula",11480805.4794948,6.95,2.925,3.3,24.15,56.35,69,18.33768811,54,17.7,40,0,10,10,0,10,20,0,10,0,0,0,50,50,0,0,0
"1127","Erpornis_zantholeuca",5690594.47302502,8.45,3.2,4,15.525,52.35,63.375,17.39659508,42.75,11.8,60,0,0,0,0,0,20,10,10,0,0,0,0,0,80,20,0
"1128","Erythropygia_leucophrys",10210694.6780756,10.45,3.1,3.95,24.65,63.05,68.375,7.803671949,65.75,16.49,90,0,0,0,0,0,10,0,0,0,0,0,80,20,0,0,0
"1129","Erythropygia_paena",2316084.40258786,10.825,3.325,3.4,26.2,57.35,67.875,15.50702292,68.75,19.7,60,0,0,0,0,0,10,0,30,0,0,0,100,0,0,0,0
"1130","Erythrura_viridifacies",323753.73369508,8.066666667,5.333333333,6.566666667,13.76666667,40.43333333,56.16666667,28.06145004,53.66666667,13.78,0,0,0,0,0,0,0,0,80,20,0,0,50,50,0,0,0
"195","Estrilda_astrild",12352450.1471354,7.35,4.925,5.95,15.16,41.775,50.2,16.84532967,51.8,8.29,0,0,0,0,0,0,0,0,100,0,0,0,50,50,0,0,0
"1131","Estrilda_erythronotos",4096729.93791078,7.775,4.4,5.075,14.458,43.275,52.1,17.76675133,59.2,9.2,20,0,0,0,0,0,0,20,60,0,0,0,50,50,0,0,0
"1132","Eucometis_penicillata",7956870.60889059,11.56333333,6.328888889,6.963888889,20.98055556,72.16166667,88.16666667,18.06174454,73.83333333,27,80,0,0,0,0,0,20,0,0,0,0,0,0,90,10,0,0
"1133","Eudynamys_scolopaceus",21143609.2236248,20.35,10.4,10.8375,30.5125,136.375,198.75,31.36645392,180.875,194.92,10,0,0,0,0,0,80,10,0,0,0,0,0,0,20,80,0
"1134","Eugenes_fulgens",1419535.60158611,25.975,2.775,2.55,6.45,23.425,67.375,65.32928208,44.5,8,10,0,0,0,0,0,0,90,0,0,0,0,0,60,30,0,10
"196","Eupetomena_macroura",5703046.5397056,20.1,3.6675,2.780714286,3.351724138,25.33111111,69.20758621,63.35013999,84.66206897,9,10,0,0,0,0,0,0,90,0,0,0,0,0,0,60,30,10
"197","Euphagus_cyanocephalus",7110130.07461112,14.45,5.85,7.6,30.65,86.15,125.25,31.20695373,99.75,62.48,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
"1135","Euphonia_affinis",1618768.66847539,5,3.725,3.95,12.875,39.175,53,26.08385184,32,10,0,0,0,0,0,0,100,0,0,0,0,0,0,40,40,20,0
"1136","Euphonia_cayennensis",1668576.93519771,6.565,4.7675,4.855,15.3525,43.7375,55.25,20.91056955,30.75,14.3,50,0,0,0,0,0,50,0,0,0,0,0,0,0,50,50,0
"1137","Euphonia_chalybea",1033521.53448814,7.725,5.1,7.3,15.85,50.725,68.25,25.66402144,40,19,10,0,0,0,0,0,90,0,0,0,0,0,0,50,50,0,0
"198","Euphonia_chlorotica",11555517.8795782,5.925,4.683333333,4.08125,12.7775,42.48125,55.32625,23.22328622,31.55875,11,0,0,0,0,0,0,100,0,0,0,0,0,0,0,10,90,0
"1138","Euphonia_cyanocephala",4457839.87164759,5.5,4.025,3.9,14.425,44.4,64.25,30.89979031,36.5,14,0,0,0,0,0,0,100,0,0,0,0,0,0,20,40,40,0
"1139","Euphonia_elegantissima",1270110.80141915,4.6,3.75,3.95,14,44.85,66.125,32.15245823,38.625,15,0,0,0,0,0,0,100,0,0,0,0,0,0,0,40,60,0
"199","Euphonia_hirundinacea",1270110.80141915,6.05,4.575,4.8,13.8,45.575,60.25,24.34675141,33.125,14,10,0,0,0,0,0,90,0,0,0,0,0,0,0,70,30,0
"1140","Euphonia_pectoralis",1942522.40217047,7.6,4.65,5.291111111,15.94777778,48.85,61.05222222,21.81238616,33.87,14.4,20,0,0,0,0,0,70,10,0,0,0,0,0,0,30,70,0
"200","Euphonia_violacea",6226033.34028996,6.54,5.672142857,5.17,13.78714286,42.08133333,57.96571429,28.07335105,33.6009375,15,0,0,0,0,0,0,100,0,0,0,0,0,0,30,40,30,0
"1141","Euplectes_afer",7981774.74225175,8.575,4.95,6.625,16.3,43.1,54.25,20.53832418,31,14.29,20,0,0,0,0,0,0,0,80,0,0,0,80,20,0,0,0
"1142","Euplectes_albonotatus",4968374.60555137,9.725,6.25,7.3,20.825,61.925,73,15.23654847,54.75,21.05,20,0,0,0,0,0,0,10,70,0,0,0,25,25,25,25,0
"1143","Euplectes_ardens",7346719.34154217,9.325,6,6.8,21.675,57.425,70.5,18.69484127,126.5,19.02,20,0,0,0,0,0,20,20,40,0,0,0,40,40,20,0,0
"201","Euplectes_orix",5267224.20588529,10.025,5.7,7.575,19.775,53.7,69.25,22.49337229,38.5,22.97,50,0,0,0,0,0,0,0,50,0,0,0,0,0,20,80,0
"1144","Euplectes_progne",3573743.13732642,11.05,6.75,8.45,25.125,97.4,115,16.33707664,239.25,35.1,20,0,0,0,0,0,0,0,80,0,0,0,0,0,100,0,0
"1145","Eupodotis_afraoides",2415700.9360325,18,9.15,8.275,87.65,177.475,282.25,37.10909691,126.75,745,60,0,0,0,0,0,0,0,40,0,0,0,100,0,0,0,0
"1146","Eupodotis_senegalensis",7309363.14150042,20.2,9.4125,8.6375,82.4,160.75,270.375,40.57395085,118.1428571,585,30,0,10,0,0,0,20,0,20,20,0,0,80,20,0,0,0
"1147","Euptilotis_neoxenus",597699.200667837,12.25,8.45,7.975,17.875,109.375,190.5,42.57974024,174,122.32,50,0,0,0,0,0,50,0,0,0,0,0,0,0,80,20,0
"1148","Eurocephalus_anguitimens",2303632.33590728,14.7,7.125,9.775,24.61,104.5,133.2,23.08357765,102.4,69.04,80,0,0,0,0,0,20,0,0,0,0,0,100,0,0,0,0
"1149","Eurystomus_orientalis",11804559.2131898,20.125,12.2,13.6,18.1,116.8,185.25,36.95193842,93.25,143.02,100,0,0,0,0,0,0,0,0,0,0,0,20,40,20,10,10
"1150","Euscarthmus_meloryphus",8255720.20922451,6.7,3.058,3.184444444,18.36888889,40.475,45.779,10.60394541,38.638,6.8,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
"1151","Euscarthmus_rufomarginatus",3225085.27027019,6.38,3.54,3.066666667,18.37666667,36.66,41.71333333,12.10499244,48.215,6,80,0,0,0,0,0,20,0,0,0,0,0,20,80,0,0,0
"1152","Falco_biarmicus",23521953.9596155,19.825,13.35,16.925,47.325,165.25,334.5,50.63742677,167.25,606.09,10,80,10,0,0,0,0,0,0,0,0,0,30,30,20,10,10
"1153","Falco_cherrug",11007626.9456327,21.8,15.375,18.2,54.975,191.75,382.25,49.92997391,198.5,961.21,0,90,10,0,0,0,0,0,0,0,0,0,70,10,10,0,10
"1154","Falco_chicquera",18727908.2875923,13.26692308,8.661538462,12.06416667,37.37615385,107.3669231,204.4207692,47.52428655,128.4276923,208,20,70,10,0,0,0,0,0,0,0,0,0,10,30,30,0,30
"202","Falco_columbarius",32885908.1034114,11.75,8.175,10.375,34.475,103.5,202.25,48.89752575,115.25,188.5,20,80,0,0,0,0,0,0,0,0,0,0,0,33,33,0,33
"1155","Falco_deiroleucus",5142703.53907949,18.832,11.786,16.502,40.244,154.966,256.2,39.88374028,141,459.56,0,100,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33
"1156","Falco_femoralis",15129261.0169047,14.745,11.40714286,13.15142857,40.48857143,139.71,245.1111111,44.59088392,167.5714286,335.76,50,40,10,0,0,0,0,0,0,0,0,0,30,30,20,10,10
"1157","Falco_jugger",3249989.40363135,19.425,12.7,15.85,42.975,160.75,334.75,52.00101874,179,755,10,80,10,0,0,0,0,0,0,0,0,0,40,20,20,0,20
"203","Falco_mexicanus",6275841.60701228,20,14.325,16.95,55.925,163.25,329.25,50.50870124,189.5,713.07,0,100,0,0,0,0,0,0,0,0,0,0,70,20,10,0,0
"1158","Falco_naumanni",18678100.02087,13,9.45,11.025,30.775,104.625,227,53.93298191,128.5,152.06,100,0,0,0,0,0,0,0,0,0,0,0,40,20,20,0,20
"204","Falco_peregrinus",75521784.4177112,19.275,13.85,15.775,42.2,136.75,307,55.42239926,148.5,759.95,10,80,10,0,0,0,0,0,0,0,0,0,20,20,20,20,20
"1159","Falco_rufigularis",15826576.7510172,12.00125,9.705,11.0125,32.7575,118.7175,198.75,40.26150837,108,163.64,30,70,0,0,0,0,0,0,0,0,0,0,10,30,30,0,30
"1160","Falco_rupicoloides",4308415.07148063,15.775,10.5,12.85,44.575,137.05,276.75,50.42597243,163,261,60,20,20,0,0,0,0,0,0,0,0,0,10,30,30,0,30
"1161","Falco_rusticolus",31927098.969007,22.05,16.625,19,56.625,193.25,367.5,47.4893525,198,1431.72,0,100,0,0,0,0,0,0,0,0,0,0,70,10,10,0,10
"1162","Falco_severus",7819897.87540421,13.025,9.575,11.275,27.425,90.75,219.5,58.60283253,96.25,200.64,30,70,0,0,0,0,0,0,0,0,0,0,0,33,33,0,33
"205","Falco_sparverius",26298764.8293848,10.9825,8.175,9.905,34.0625,100.0575,178,43.67634239,128.25,114.61,60,20,20,0,0,0,0,0,0,0,0,0,50,40,10,0,0
"206","Falco_tinnunculus",47604250.9198551,13.4125,10.325,11.625,39.525,118.225,240.75,50.861839,151.5,183.21,10,90,0,0,0,0,0,0,0,0,0,0,80,10,10,0,0
"1163","Ficedula_albicilla",5927183.73995604,6.3625,3.7,3.2375,16.325,50.05,68.25,26.63375572,49.5,10.8,100,0,0,0,0,0,0,0,0,0,0,0,0,30,50,20,0
"1164","Ficedula_hodgsonii",4034469.60450788,5.475,3.2,2.825,15.975,53.9,70.875,23.93741522,55.75,10,50,0,0,0,0,0,50,0,0,0,0,0,0,50,50,0,0
"1165","Ficedula_hyperythra",5703046.5397056,5.625,3.4,2.7,17.55,45.9,58.125,20.99690693,43,8.2,90,0,0,0,0,0,10,0,0,0,0,0,0,80,20,0,0
"1166","Ficedula_monileger",2390796.80267134,6.75,4,3.075,20.35,50.625,61.5,17.67979905,47,11,100,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0
"1167","Ficedula_mugimaki",4046921.67118846,6.975,3.925,3.3,15.925,49.9,72.25,30.87539859,48,11.7,80,0,0,0,0,0,10,0,10,0,0,0,10,0,50,40,0
"1168","Ficedula_narcissina",1382179.40154437,7.6,4.2,3.425,16.125,52.875,75.5,29.92639591,47.25,13.1,80,0,0,0,0,0,20,0,0,0,0,0,0,33,33,33,0
"1169","Ficedula_parva",6612047.40738795,6.525,3.45,2.9,15.825,51.225,67.25,23.82910712,52,10.8,100,0,0,0,0,0,0,0,0,0,0,0,0,30,50,20,0
"1170","Ficedula_strophiata",3499030.73724295,6.125,3.125,2.975,18.175,55.275,70.75,21.74575246,55.75,12.84,100,0,0,0,0,0,0,0,0,0,0,0,10,40,50,0,0
"1171","Ficedula_tricolor",1755741.40196177,5.875,3.125,2.425,17.675,50.25,60.75,17.20161655,54.25,8.26,100,0,0,0,0,0,0,0,0,0,0,0,33,33,33,0,0
"1172","Ficedula_westermanni",7135034.20797231,6.188888889,3.5,2.844444444,14.27777778,42.87777778,55.04444444,22.04825321,40.02222222,7.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0
"207","Florisuga_fusca",1282562.86809973,19.0875,2.1,2.68,4.078,26.468,75.137,64.77454089,40.528,8.1,10,0,0,0,0,0,0,90,0,0,0,0,0,30,60,0,10
"1173","Florisuga_mellivora",9749968.21089412,17.56633333,2.303,2.540666667,4.725185185,22.55366667,66.4,66.07276197,35.9,7.4,10,0,0,0,0,0,0,90,0,0,0,0,0,10,40,30,20
"1174","Fluvicola_albiventer",6574691.2073462,10.7,4.675,3.15,20.425,57.325,68.5,16.22419679,52,11.6,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0
"208","Fluvicola_nengeta",4507648.13836991,11.455,5.162,3.668571429,22.21142857,58.85285714,70.31857143,16.34457018,64.33,21,100,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0
"1175","Formicarius_analis",7346719.34154217,13.5915625,5.7175,6.023541667,32.32572917,74.14955556,89.71875,16.66199698,57.25,62.19,80,0,0,0,10,0,10,0,0,0,0,0,100,0,0,0,0
"1176","Formicarius_colma",8230816.07586336,11.99,5.185714286,5.38125,29.87166667,69.44714286,86.24555556,18.98376843,53.17333333,47,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0
