SpecID,PassNonPass,IOCOrder,BLFamilyLatin,BLFamilyEnglish,BLFamSequID,Taxo,Scientific,Species,English,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-5Cat,Diet-Source,Diet-Certainty,Diet-EnteredBy,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,ForStrat-Source,ForStrat-SpecLevel,ForStrat-EnteredBy,Nocturnal,BodyMass-Value,BodyMass-Source,BodyMass-SpecLevel,BodyMass-Comment,Record-Comment
6921,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Dendrocolaptes platyrostris,Dendrocolaptes_platyrostris,Planalto Woodcreeper,80,0,0,0,10,0,0,0,0,10,Invertebrate,Ref_8,A,Jennifer,0,0,50,50,0,0,0,0,Ref_8,1,Jessica,0,61.7,Dunning08,1,,
6922,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Dendroplex picus,Dendroplex_picus,Straight-billed Woodcreeper,90,0,10,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,20,80,0,0,0,Ref_8,1,Jessica,0,41.34,Dunning08,1,,
6923,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Dendroplex kienerii,Dendroplex_kienerii,Zimmer's Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,0,0,100,0,0,0,Ref_8,1,Jessica,0,45,PrimScale,1,,
6924,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Xiphorhynchus obsoletus,Xiphorhynchus_obsoletus,Striped Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,40,60,0,0,0,Ref_8,1,Jessica,0,32.6,Dunning08,1,,
6925,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Xiphorhynchus ocellatus,Xiphorhynchus_ocellatus,Ocellated Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,20,80,0,0,0,Ref_8,1,Jessica,0,36.66,Dunning08,1,,
6926,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Xiphorhynchus spixii,Xiphorhynchus_spixii,Spix's Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,40,40,20,0,0,0,Ref_8,1,Jessica,0,31.2,Dunning08,1,,
6928,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Xiphorhynchus pardalotus,Xiphorhynchus_pardalotus,Chestnut-rumped Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,80,20,0,0,0,Ref_8,1,Jessica,0,34.57,Dunning08,1,,
6929,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Xiphorhynchus guttatus,Xiphorhynchus_guttatus,Buff-throated Woodcreeper,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,10,90,0,0,0,Ref_8,1,Jessica,0,59.69,Dunning08,1,,
6930,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Xiphorhynchus susurrans,Xiphorhynchus_susurrans,Cocoa Woodcreeper,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,33,33,33,0,0,Ref_8,1,Jessica,0,46.72,Dunning08,1,,
6931,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Xiphorhynchus flavigaster,Xiphorhynchus_flavigaster,Ivory-billed Woodcreeper,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,0,60,40,0,0,Ref_8,1,Jessica,0,46.19,Dunning08,1,,
6933,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Xiphorhynchus lachrymosus,Xiphorhynchus_lachrymosus,Black-striped Woodcreeper,90,0,10,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,10,90,0,0,0,Ref_8,1,Jessica,0,56.4,Dunning08,1,,
6934,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Xiphorhynchus erythropygius,Xiphorhynchus_erythropygius,Spotted Woodcreeper,70,0,20,0,0,0,0,0,0,10,Invertebrate,Ref_8,A,Jennifer,0,0,0,0,50,50,0,0,Ref_8,1,Jessica,0,46.8,Dunning08,1,,
6935,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Xiphorhynchus triangularis,Xiphorhynchus_triangularis,Olive-backed Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,0,0,100,0,0,0,Ref_8,1,Jessica,0,46.3,Dunning08,1,,
6936,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Lepidocolaptes leucogaster,Lepidocolaptes_leucogaster,White-striped Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,25,25,25,25,0,0,Ref_8,1,Jessica,0,36,Dunning08,1,,
6937,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Lepidocolaptes souleyetii,Lepidocolaptes_souleyetii,Streak-headed Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,0,100,0,0,0,Ref_8,1,Jessica,0,25.7,Dunning08,1,,
6938,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Lepidocolaptes angustirostris,Lepidocolaptes_angustirostris,Narrow-billed Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,40,60,0,0,0,Ref_8,1,Jessica,0,29.59,Dunning08,1,,
6939,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Lepidocolaptes affinis,Lepidocolaptes_affinis,Spot-crowned Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,0,100,0,0,0,Ref_8,1,Jessica,0,34.99,Dunning08,1,,
6940,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Lepidocolaptes lacrymiger,Lepidocolaptes_lacrymiger,Montane Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,30,70,0,0,0,Ref_8,1,Jessica,0,30.6,Dunning08,1,,
6941,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Lepidocolaptes squamatus,Lepidocolaptes_squamatus,Scaled Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,0,0,50,50,0,0,Ref_8,1,Jessica,0,28.1,Dunning08,1,,
6942,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Xiphorhynchus fuscus,Xiphorhynchus_fuscus,Lesser Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,50,50,0,0,0,Ref_8,1,Jessica,0,21.8,Dunning08,1,,
6943,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Lepidocolaptes albolineatus,Lepidocolaptes_albolineatus,Lineated Woodcreeper,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,0,20,80,0,0,Ref_8,1,Jessica,0,20.3,Dunning08,1,,
6944,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Campylorhamphus pucherani,Campylorhamphus_pucherani,Greater Scythebill,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,0,80,20,0,0,0,Ref_8,1,Jessica,0,70.5,Dunning08,1,,
6945,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Campylorhamphus trochilirostris,Campylorhamphus_trochilirostris,Red-billed Scythebill,90,0,0,0,10,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,80,20,0,0,0,Ref_8,1,Jessica,0,40.8,Dunning08,1,,
6946,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Campylorhamphus falcularius,Campylorhamphus_falcularius,Black-billed Scythebill,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,0,50,50,0,0,0,Ref_8,1,Jessica,0,42.6,Dunning08,1,,
6947,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Campylorhamphus pusillus,Campylorhamphus_pusillus,Brown-billed Scythebill,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,40,60,0,0,0,Ref_8,1,Jessica,0,40.5,Dunning08,1,,
6948,Passeriformes,Passeriformes,Dendrocolaptidae,Woodcreepers,111,BL3,Campylorhamphus procurvoides,Campylorhamphus_procurvoides,Curve-billed Scythebill,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,0,40,60,0,0,0,Ref_8,1,Jessica,0,33.5,Dunning08,1,,
6953,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Formicarius colma,Formicarius_colma,Rufous-capped Antthrush,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,80,20,0,0,0,0,Ref_8,1,Jessica,0,47,Dunning08,1,,
6954,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,IOC27,Formicarius moniliger,Formicarius_moniliger,Mayan Antthrush,60,0,40,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,61.89,Dunning08,1,,
6955,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Formicarius analis,Formicarius_analis,Black-faced Antthrush,80,0,0,0,10,0,10,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,62.19,Dunning08,1,,
6957,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Formicarius rufifrons,Formicarius_rufifrons,Rufous-fronted Antthrush,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,55.5,Dunning08,1,,
6958,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Formicarius nigricapillus,Formicarius_nigricapillus,Black-headed Antthrush,80,0,20,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,56.2,Dunning08,1,,
6959,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Formicarius rufipectus,Formicarius_rufipectus,Rufous-breasted Antthrush,90,0,10,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,74.4,Dunning08,1,,
6960,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Chamaeza campanisona,Chamaeza_campanisona,Short-tailed Antthrush,70,0,0,0,0,0,30,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,80,20,0,0,0,0,Ref_8,1,Jessica,0,90.58,Dunning08,1,,
6961,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Chamaeza nobilis,Chamaeza_nobilis,Striated Antthrush,70,0,0,0,0,0,10,0,20,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,123,Dunning08,1,,
6962,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Chamaeza turdina,Chamaeza_turdina,Schwartz's Antthrush,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,98.83,GenAvg,0,,
6963,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Chamaeza meruloides,Chamaeza_meruloides,Such's Antthrush,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,69,Dunning08,1,,
6964,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Chamaeza ruficauda,Chamaeza_ruficauda,Rufous-tailed Antthrush,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,71.2,Dunning08,1,,
6965,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Chamaeza mollissima,Chamaeza_mollissima,Barred Antthrush,70,0,0,0,30,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,72,Dunning08,1,,
6966,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Pittasoma michleri,Pittasoma_michleri,Black-crowned Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,109,Dunning08,1,,
6967,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Pittasoma rufopileatum,Pittasoma_rufopileatum,Rufous-crowned Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D2,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,96.5,Dunning08,1,,
6968,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria squamigera,Grallaria_squamigera,Undulated Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,136,Dunning08,1,,
6970,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria gigantea,Grallaria_gigantea,Giant Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,236,Dunning08,1,,
6974,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria excelsa,Grallaria_excelsa,Great Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,240.8,Dunning08,1,,
6975,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria varia,Grallaria_varia,Variegated Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,119,Dunning08,1,,
6979,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria guatimalensis,Grallaria_guatimalensis,Scaled Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,80,20,0,0,0,0,Ref_8,1,Jessica,0,94.2,Dunning08,1,,
6980,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria alleni,Grallaria_alleni,Moustached Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,70.5,Dunning08,1,,
6981,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria chthonia,Grallaria_chthonia,Tachira Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,85.54,GenAvg,0,,
6982,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria haplonota,Grallaria_haplonota,Plain-backed Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,85,Dunning08,1,,
6983,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria dignissima,Grallaria_dignissima,Ochre-striped Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,110,Dunning08,1,,
6984,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria eludens,Grallaria_eludens,Elusive Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,115,Dunning08,1,,
6985,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria kaestneri,Grallaria_kaestneri,Cundinamarca Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,47.5,Dunning08,1,,
6986,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria bangsi,Grallaria_bangsi,Santa Marta Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,62,Dunning08,1,,
6987,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria ruficapilla,Grallaria_ruficapilla,Chestnut-crowned Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,82.67,Dunning08,1,,
6988,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria watkinsi,Grallaria_watkinsi,Watkins's Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,69.79,Dunning08,1,,
6989,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria andicolus,Grallaria_andicolus,Stripe-headed Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,70,30,0,0,0,0,Ref_8,1,Jessica,0,56.28,Dunning08,1,,
6990,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria rufocinerea,Grallaria_rufocinerea,Bicoloured Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,44.8,Dunning08,1,,
6991,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria nuchalis,Grallaria_nuchalis,Chestnut-naped Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,117,Dunning08,1,,
6992,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria carrikeri,Grallaria_carrikeri,Pale-billed Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,109.1,Dunning08,1,,
6993,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria albigula,Grallaria_albigula,White-throated Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,95,Dunning08,1,,
6994,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria flavotincta,Grallaria_flavotincta,Yellow-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,63,Dunning08,1,,
6995,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria hypoleuca,Grallaria_hypoleuca,White-bellied Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,73.7,Dunning08,1,,
6997,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria przewalskii,Grallaria_przewalskii,Rusty-tinged Antpitta,50,0,0,0,0,0,0,0,50,0,Omnivore,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,65.2,Dunning08,1,,
6998,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria capitalis,Grallaria_capitalis,Bay Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,73.7,Dunning08,1,,
6999,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria erythroleuca,Grallaria_erythroleuca,Red-and-white Antpitta,90,0,0,0,0,0,0,0,0,10,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,80,Dunning08,1,,
7000,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria griseonucha,Grallaria_griseonucha,Grey-naped Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,85.54,GenAvg,0,,
7001,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria rufula,Grallaria_rufula,Rufous Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,35.7,Dunning08,1,,
7003,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria blakei,Grallaria_blakei,Chestnut Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Genus,0,Walter,0,42.26,Dunning08,1,,
7004,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria erythrotis,Grallaria_erythrotis,Rufous-faced Antpitta,90,0,0,0,0,0,0,0,10,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,57,Dunning08,1,,
7005,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria quitensis,Grallaria_quitensis,Tawny Antpitta,80,0,10,0,0,0,10,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,65.7,Dunning08,1,,
7006,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaria milleri,Grallaria_milleri,Brown-banded Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,52.5,Dunning08,1,,
7007,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus perspicillatus,Hylopezus_perspicillatus,Spectacled Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,80,20,0,0,0,0,Ref_8,1,Jessica,0,43,Dunning08,1,,
7008,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus macularius,Hylopezus_macularius,Spotted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,44.2,Dunning08,1,,
7009,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus dives,Hylopezus_dives,Thicket Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,80,20,0,0,0,0,Ref_8,1,Jessica,0,44,Dunning08,1,,
7010,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus fulviventris,Hylopezus_fulviventris,White-lored Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,80,20,0,0,0,0,Ref_8,1,Jessica,0,41,Dunning08,1,,
7011,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus berlepschi,Hylopezus_berlepschi,Amazonian Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,C,Jennifer,0,0,80,20,0,0,0,0,Ref_8,1,Jessica,0,48,Dunning08,1,,
7012,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus ochroleucus,Hylopezus_ochroleucus,White-browed Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,28,Dunning08,1,,
7013,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Hylopezus nattereri,Hylopezus_nattereri,Speckle-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,32,Dunning08,1,,
7014,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Myrmothera campanisona,Myrmothera_campanisona,Thrush-like Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,47,Dunning08,1,,
7015,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Myrmothera simplex,Myrmothera_simplex,Brown-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,D1,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,52.4,Dunning08,1,,
7016,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaricula flavirostris,Grallaricula_flavirostris,Ochre-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,60,40,0,0,0,0,Ref_8,1,Jessica,0,17.7,Dunning08,1,,
7017,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaricula ferrugineipectus,Grallaricula_ferrugineipectus,Rusty-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,100,0,0,0,0,0,Ref_8,1,Jessica,0,17.2,Dunning08,1,,
7018,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaricula nana,Grallaricula_nana,Slate-crowned Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,B,Jennifer,0,0,0,80,20,0,0,0,Ref_8,1,Jessica,0,19.8,Dunning08,1,,
7019,Passeriformes,Passeriformes,Formicariidae,Antthrushes and antpittas,109,BL3,Grallaricula loricata,Grallaricula_loricata,Scallop-breasted Antpitta,100,0,0,0,0,0,0,0,0,0,Invertebrate,Ref_8,A,Jennifer,0,0,50,50,0,0,0,0,Ref_8,1,Jessica,0,20.7,Dunning08,1,,
