Jetz species,Jetz_species_modified,Individuals,Count_F,Count_M,Count_U,Bill_TotalCulmen,Bill_Nares,Bill_Width,Bill_Depth,Tarsus_Length,Kipp's_Distance,Secondary1,Wing_Chord,Hand-Wing Index (Claramunt 2011),Tail_Length,Mass,Habitat,Inferred species?,Species inferred from,Inferred traits?,Traits inferred,Species traits inferred from
Metallura tyrianthina,Metallura_tyrianthina,44,12,21,11,16.54772727,11.91590909,2.140909091,1.711363636,5.259090909,32.4627907,21.80465116,54.17045455,59.83384007,37.80526316,3.8,1,NO,,NO,,
Metallura williami,Metallura_williami,4,1,0,3,15.425,11.1,1.225,1.45,5.85,32,24.675,56.675,56.42495149,36.75,4.5,3,NO,,NO,,
Metopidius indicus,Metopidius_indicus,4,2,2,0,33.775,18.65,4.625,7.6,69.025,52.5,112,164.5,32.00794027,46.75,155,3,NO,,NO,,
Metopothrix aurantiaca,Metopothrix_aurantiaca,5,0,4,1,11.8,7.71,3.126,3.244,14.536,12.948,43.916,56.864,22.80254348,48.5,11.2,1,NO,,NO,,
Metriopelia aymara,Metriopelia_aymara,4,2,2,0,13.1,6.9,2.75,2.925,18.85,45.25,70,115.25,39.25438077,58.25,61.8,3,NO,,NO,,
Metriopelia ceciliae,Metriopelia_ceciliae,4,2,2,0,13.475,8.075,2.725,3,17.675,24,70.5,94.5,25.39214623,64,55.1,3,NO,,NO,,
Metriopelia melanoptera,Metriopelia_melanoptera,4,2,2,0,14.775,8.575,3,3.375,20.15,49.25,78.5,127.75,38.55411606,78,100,3,NO,,NO,,
Metriopelia morenoi,Metriopelia_morenoi,4,2,2,0,12.8625,7.585,2.8325,3.1575,18.58,25.9775,69.7725,95.75,27.19089386,75.75,28.6,3,NO,,NO,,
Micrastur buckleyi,Micrastur_buckleyi,3,1,2,0,26.54666667,14.26,9.146666667,14.96333333,66.51,36.74,178.9266667,215.6666667,17.0523922,231.3333333,464,1,NO,,NO,,
Micrastur gilvicollis,Micrastur_gilvicollis,4,2,2,0,23.75,13.5,9.1,13.025,60.775,39.35,146.65,186,21.08510243,151,209,1,NO,,NO,,
Micrastur mintoni,Micrastur_mintoni,7,3,3,1,24.39571429,13.43285714,9.231428571,13.44857143,56.99714286,40.85428571,146.7171429,187.5714286,21.79383025,154.8571429,209.5,1,NO,,NO,,
Micrastur mirandollei,Micrastur_mirandollei,6,4,1,1,31.61777778,18.81722222,11.54666667,17.91055556,72.996,40.66833333,192.3316667,233,17.42641722,201.1666667,548.99,1,NO,,NO,,
Micrastur plumbeus,Micrastur_plumbeus,3,1,2,0,23.75,12.85,8.666666667,13.06666667,61.86666667,26.7,146.3,173,15.43352601,125.3333333,185.41,1,NO,,NO,,
Micrastur ruficollis,Micrastur_ruficollis,13,6,7,0,21.31538462,11.77083333,8.26,12.23153846,58.05384615,35.89,129.2766667,167.5384615,21.80046538,166.8846154,177.64,1,NO,,NO,,
Micrastur semitorquatus,Micrastur_semitorquatus,10,5,3,2,31.717,18.64111111,10.78,18.686,82.678,53.405,220.845,267.5,19.44658481,279.7,621.68,1,NO,,NO,,
Micrathene whitneyi,Micrathene_whitneyi,4,2,2,0,12.9,8,5.15,7.375,20.075,32.5,75.75,108.25,29.99398749,47,41,2,NO,,NO,,
Microbates cinereiventris,Microbates_cinereiventris,5,2,3,0,20.16733333,12.606,3.341333333,3.079333333,23.22066667,6.232666667,46.56733333,52.8,11.79092619,27.4,11.9,2,NO,,NO,,
Microbates collaris,Microbates_collaris,4,1,1,2,20.225,12.15,3.025,2.925,21.875,6.225,47.9,54.125,11.50491677,27.25,10.2,1,NO,,NO,,
Microcerculus bambla,Microcerculus_bambla,4,0,2,2,20.025,12.075,3.3,3.775,22.875,5.85,53.65,59.5,9.898425499,22.75,19.1,1,NO,,NO,,
Microcerculus marginatus,Microcerculus_marginatus,18,2,2,14,18.84722222,11.95037037,3.403888889,3.54462963,22.85203704,6.770392157,51.46490196,58.22222222,11.62119314,24.5,18.22,1,NO,,NO,,
Microcerculus philomela,Microcerculus_philomela,5,2,2,1,19.02,12.625,3.8,4.25,20.5,4.65,52.85,57,8.082863409,19.4,17.78,1,NO,,NO,,
Microcerculus ustulatus,Microcerculus_ustulatus,4,1,3,0,16.975,10.375,3.45,4,22.225,4.15,53.6,57.75,7.190957376,30.25,21,1,NO,,NO,,
Microchera albocoronata,Microchera_albocoronata,4,2,2,0,14.125,10.65,1.55,1.625,4.7,25.75,14,39.75,64.78345841,23.5,2.7,1,NO,,NO,,
Microdynamis parva,Microdynamis_parva,4,2,1,1,19.325,10.675,6.05,6.5,20.275,20.175,84.575,104.75,19.28507238,85.25,47.22,1,NO,,NO,,
Microeca fascinans,Microeca_fascinans,4,1,0,3,11.425,6.575,4.375,3.29,16.0775,25.05,59.2,84.25,29.75561323,60.25,14.47,2,NO,,NO,,
Microeca flavigaster,Microeca_flavigaster,4,2,2,0,11.775,7.05,4.35,3.4,13.125,18.75,54.25,73,25.68587796,51.75,12.1,2,NO,,NO,,
Microeca flavovirescens,Microeca_flavovirescens,4,2,2,0,13.725,8.575,4.45,3.85,12.475,18.35,59.65,78,23.53347429,62,15,1,NO,,NO,,
Microeca griseoceps,Microeca_griseoceps,5,3,2,0,12.528,7.76,5.102,3.492,14.5075,16.8,55.4,72.2,23.23024283,59,10.6,1,NO,,NO,,
Microeca hemixantha,Microeca_hemixantha,2,1,1,0,12.35,7.55,4.55,3.5,13.6,17.15,56.35,73.5,23.32222222,50.5,13.65,1,NO,,NO,,
Microeca papuana,Microeca_papuana,4,2,2,0,11.2,6.9,4.3,3.475,16.75,18.175,55.575,73.75,24.61584131,44,14.4,1,NO,,NO,,
Microhierax caerulescens,Microhierax_caerulescens,4,2,2,0,14.125,8.9,7.675,9.05,21.425,36.975,63.775,100.75,36.71589583,60,38.72,2,NO,,NO,,
Microhierax erythrogenys,Microhierax_erythrogenys,4,2,2,0,15.425,10.575,8.1,11.1,21.55,41.875,66.875,108.75,38.49498602,59.5,49.96,2,NO,,NO,,
Microhierax fringillarius,Microhierax_fringillarius,4,2,2,0,13.675,9.1,7.35,8.275,19.95,36.425,56.075,92.5,39.45053434,50.75,42.9,2,NO,,NO,,
Microhierax latifrons,Microhierax_latifrons,4,1,3,0,19.475,10.225,6.8,9.725,20.625,37.925,58.825,96.75,39.17116792,52.75,41.2,2,NO,,NO,,
Microhierax melanoleucos,Microhierax_melanoleucos,4,2,2,0,15.55,10.4,9.075,10.325,24.5,45.3,66.95,112.25,40.37714481,68.5,64.22,2,NO,,NO,,
Microligea palustris,Microligea_palustris,4,2,2,0,14.625,9.32,3.5275,3.9775,21.67,7.7325,52.2675,60,12.75615125,63,13.2,1,NO,,NO,,
Micromacronus leytensis,Micromacronus_leytensis,5,1,4,0,9.06,5.66,2.74,2.86,14.475,6.34,34.96,41.3,15.35881621,28.16,5.5,1,NO,,NO,,
Micromacronus sordidus,Micromacronus_sordidus,1,0,1,0,10.8,5.2,2.3,2.6,11.5,3.9,39.6,43.5,8.965517241,29,5.5,1,NO,,NO,,
Micromonacha lanceolata,Micromonacha_lanceolata,5,1,0,4,23.12,16.16,6.2,7.02,12.38,16.48,46.775,62.5,25.1545629,39.1,19.8,1,NO,,NO,,
Microparra capensis,Microparra_capensis,4,2,2,0,19.425,9.7,2.425,3.225,35.05,27.7,56.05,83.75,33.0644517,29.25,41.3,3,NO,,NO,,
Micropsitta bruijnii,Micropsitta_bruijnii,4,2,2,0,8.55,6.675,5.05,8.65,7.625,26.175,35.825,62,42.23108174,24.5,13.43,1,NO,,NO,,
Micropsitta finschii,Micropsitta_finschii,4,2,2,0,10.2,7.7,6.475,9.75,9.25,19.9,42.85,62.75,31.66224054,31.5,14.95,1,NO,,NO,,
Micropsitta geelvinkiana,Micropsitta_geelvinkiana,4,2,2,0,10.1425,7.8325,6.5675,10.4825,9.95,12.8975,40.3525,53.25,24.23582075,25.5,12.2,1,NO,,NO,,
Micropsitta keiensis,Micropsitta_keiensis,4,2,2,0,9.85,7.25,6.025,9.925,7.925,21.475,37.525,59,36.44550493,24.25,12.1,1,NO,,NO,,
Micropsitta meeki,Micropsitta_meeki,4,2,2,0,11.0475,8.7725,7.1125,11.1675,7.89,19.8725,37.8,57.6725,34.40955694,26.0375,12.98,1,NO,,NO,,
Micropsitta pusio,Micropsitta_pusio,6,2,3,1,9.72,7.52,6.65,10.18333333,8.833333333,23.28333333,38.05,61.33333333,37.951956,26.5,14,2,NO,,NO,,
Micropygia schomburgkii,Micropygia_schomburgkii,4,2,2,0,13.5,7.05,2.15,4.2,18.975,17.3,57.2,74.5,23.2466547,28.5,31.2,2,NO,,NO,,
Microrhopias quixensis,Microrhopias_quixensis,21,4,17,0,15.70444444,9.558571429,4.101904762,3.852380952,16.50285714,9.213333333,43.28666667,53.33333333,17.72611099,53.66666667,7.9,1,NO,,NO,,
Microstilbon burmeisteri,Microstilbon_burmeisteri,4,3,1,0,17.5,14.125,1.4875,1.4725,4.5675,18.8075,13.2675,32.075,58.61642736,16,2.5,2,NO,,NO,,
Miliaria calandra,Miliaria_calandra,4,2,2,0,15.2,9.2,5.15,8.35,24.175,24.525,71.725,96.25,25.51518869,65.5,48.5,3,NO,,NO,,
Milvago chimachima,Milvago_chimachima,5,2,2,1,30.052,20.2525,10.8025,14.374,48.612,85.516,199.884,285.4,29.9575944,194.5,315.21,3,NO,,NO,,
Milvago chimango,Milvago_chimango,4,2,2,0,27.675,18.825,10.925,13.25,59.95,142.25,156,298.25,47.70392996,169.5,296,3,NO,,NO,,
Milvus migrans,Milvus_migrans,4,2,2,0,39.95,22.35,13.025,17.35,51.4,225.75,230.75,456.5,49.4721923,269.5,734.1,3,NO,,NO,,
Milvus milvus,Milvus_milvus,4,1,2,1,40.425,23.325,12.6,18.6,48.45,244.5,236.75,481.25,50.80328075,340.25,1071.77,2,NO,,NO,,
Mimizuku gurneyi,Mimizuku_gurneyi,5,1,4,0,34.12,20.36,10.14,18.78,47.12,49.4,191,240.4,20.53218362,113.625,253,1,NO,,NO,,
Mimus dorsalis,Mimus_dorsalis,4,3,0,1,24.2,14.8,4.825,5.75,36.15,21,91,112,18.71437313,106.25,58.7,2,NO,,NO,,
Mimus gilvus,Mimus_gilvus,5,3,2,0,23.396,14.375,4.8,5.616,32.618,24.05,78.95,102.902,23.30161231,110.938,51.99,2,NO,,NO,,
Mimus graysoni,Mimus_graysoni,4,2,2,0,24.975,13.675,5.7,6.65,34.925,16.35,90.15,106.5,15.37369331,122,65.51,2,NO,,NO,,
Mimus gundlachii,Mimus_gundlachii,5,2,2,1,25.237,14.85,4.925,5.85,38.178,24.125,84.125,110.3,22.34870614,120.8,66.8,2,NO,,NO,,
Mimus longicaudatus,Mimus_longicaudatus,9,4,4,1,24.3,14.8375,4.975,6.3,36.32222222,26.45,95.05,113.8888889,21.75545656,125.6,66.6,2,NO,,NO,,
Mimus macdonaldi,Mimus_macdonaldi,5,2,2,1,36.64,23.625,5,5.975,36.78,26.35,89.9,116.8,22.66778976,108.2,70.22,2,NO,,NO,,
Mimus melanotis,Mimus_melanotis,5,2,2,1,27.48,17.25,4.075,4.975,36.48,24.8,80.95,106.8,23.49749959,100.8,50.53,2,NO,,NO,,
Mimus parvulus,Mimus_parvulus,5,2,2,1,24.86,15.525,4.05,4.825,35.18,21.15,81.35,103,20.63942108,99.8,53.64,2,NO,,NO,,
Mimus patagonicus,Mimus_patagonicus,4,2,2,0,20.275,11.575,4.45,4.9,33.425,23.65,79.6,103.25,22.97994052,101,57.8,3,NO,,NO,,
Mimus polyglottos,Mimus_polyglottos,4,2,2,0,20.55,12.175,4.6,5.4,31.75,22.525,87.475,110,20.49604663,118.5,48.5,2,NO,,NO,,
Mimus saturninus,Mimus_saturninus,9,4,4,1,25.3175,13.525,5.05,6.42,33.41,22.35625,91.895,114.25125,19.50105176,122.5144444,63.7,2,NO,,NO,,
Mimus thenca,Mimus_thenca,4,2,2,0,23.8,14.025,4.45,5.375,38.4,27.65,84.6,112.25,24.68112353,118.75,65.99,2,NO,,NO,,
Mimus trifasciatus,Mimus_trifasciatus,5,1,3,1,31.08,20.05,4.65,5.575,38.42,26.725,91.025,116,22.66780682,106.2,62.68,3,NO,,NO,,
Mimus triurus,Mimus_triurus,5,2,2,1,20.383,11.85,4.4,5.325,31.693,22.125,80.875,103.7,21.44804267,106.6,47.2,2,NO,,NO,,
Minla cyanouroptera,Minla_cyanouroptera,4,2,2,0,15.025,7.425,3.15,3.925,21.9,6.575,59.55,66.125,9.945848157,70.375,17,1,NO,,NO,,
Minla ignotincta,Minla_ignotincta,4,2,2,0,13.25,7.05,2.625,3.2,19.15,9.9,53.6,63.5,15.57967108,58.375,14.3,2,NO,,NO,,
Minla strigula,Minla_strigula,4,2,2,0,14.225,6.775,3.3,3.975,24.15,9.45,57.425,66.875,14.13029854,68.5,19.2,1,NO,,NO,,
Mino anais,Mino_anais,5,3,2,0,25.62,16.34,7.28,9.02,33.4,28.74,115.06,143.8,19.9618262,79.6,152,1,NO,,NO,,
Mino dumontii,Mino_dumontii,8,4,4,0,33.1,20.4875,8.7875,11.4375,36.575,30.8,123.45,154.25,19.96193917,85.1875,217,1,NO,,NO,,
Mionectes macconnelli,Mionectes_macconnelli,6,2,2,2,12.77,7.961666667,4.078333333,3.275,15.59666667,9.4975,48.0025,58.5,16.48136874,46.16666667,13.5,1,NO,,NO,,
Mionectes oleagineus,Mionectes_oleagineus,57,5,11,41,12.4877305,7.786944444,3.876574074,3.445297619,14.72538012,10.69697917,50.05302083,61.21631579,17.63201325,47.61105263,11.17,1,NO,,NO,,
Mionectes olivaceus,Mionectes_olivaceus,26,5,10,11,14.90653846,8.872,4.12,3.304,16.60346154,11.852,53.768,65.59615385,18.06483593,51.16,15.31,1,NO,,NO,,
Mionectes rufiventris,Mionectes_rufiventris,6,3,2,1,14.13833333,9.3,4.275,3.74,16.16666667,9.2,60.05,68.42166667,13.26675049,55.01333333,13.3,1,NO,,NO,,
Mionectes striaticollis,Mionectes_striaticollis,92,38,43,11,14.36179775,8.101123596,4.203370787,3.421348315,17.62808989,11.23522727,55.95977011,67.21818182,16.71653197,53.66629213,15,1,NO,,NO,,
Mirafra affinis,Mirafra_affinis,4,1,1,2,15.44,10.8125,4.765,6.1775,26.5075,15.6125,63.6375,79.25,19.7152325,44.75,26.2,3,NO,,NO,,
Mirafra africana,Mirafra_africana,4,2,2,0,21.3,13.05,4.5,5.875,27.925,17.825,79.925,97.75,18.19283965,65,45.03,3,NO,,NO,,
Mirafra africanoides,Mirafra_africanoides,4,2,2,0,14.1,8.95,4.3,5.2,21.575,13.925,71.575,85.5,16.28123143,62,23.4,2,NO,,NO,,
Mirafra albicauda,Mirafra_albicauda,4,2,2,0,12.65,8.7,4.525,5.875,21.375,13.15,65.6,78.75,16.71467732,49,22.2,3,NO,,NO,,
Mirafra alopex,Mirafra_alopex,4,1,3,0,16.175,10.25,4.3,5.375,21.525,9.3,73.575,82.875,11.21723116,53,28.7,2,NO,,NO,,
Mirafra angolensis,Mirafra_angolensis,4,2,2,0,17.525,11.175,4.225,5.325,25.525,13.725,65.525,79.25,17.29030753,48.25,36.21,3,NO,,NO,,
Mirafra apiata,Mirafra_apiata,8,3,5,0,15.6,9.525,4.35,5.675,24.375,13.1625,70.7125,83.875,15.64775075,56.875,26.87,1,NO,,NO,,
Mirafra ashi,Mirafra_ashi,2,1,0,1,21.2,13.05,4.15,5.15,29.75,12.95,72.55,85.5,15.0308642,59.5,36.8,3,NO,,NO,,
Mirafra assamica,Mirafra_assamica,4,2,2,0,15.05,9.875,4.65,6.85,24.325,15.425,64.325,79.75,19.23174386,48.75,26.2,3,NO,,NO,,
Mirafra cantillans,Mirafra_cantillans,4,2,2,0,12.475,8.075,4.475,5.275,20.6,15.225,59.775,75,20.27475521,52.25,18.69,3,NO,,NO,,
Mirafra cheniana,Mirafra_cheniana,4,2,2,0,12.775,8.325,4.725,5.9,20.025,15.175,58.325,73.5,20.60998781,46.5,29.15,3,NO,,NO,,
Mirafra collaris,Mirafra_collaris,4,1,3,0,15.175,9.525,4.5,5.4,23.175,13.925,67.575,81.5,17.02092718,54,29.15,2,NO,,NO,,
Mirafra cordofanica,Mirafra_cordofanica,4,2,2,0,13.7,9.2,4.75,5.675,22.275,14.725,68.275,83,17.73954704,64.25,29.15,3,NO,,NO,,
Mirafra erythrocephala,Mirafra_erythrocephala,7,3,4,0,13.88,9.832857143,4.665714286,5.957142857,25.70428571,11.55857143,63.99428571,75.55285714,15.3931787,39.23,26.2,3,NO,,NO,,
Mirafra erythroptera,Mirafra_erythroptera,4,2,2,0,13.25,8.525,4.3,5.5,19.45,15.625,59.375,75,20.84865316,49.5,21.3,2,NO,,NO,,
Mirafra gilletti,Mirafra_gilletti,4,2,2,0,16.275,10.95,4.05,4.875,20.825,16.525,67.975,84.5,19.47714167,63.75,22.4,2,NO,,NO,,
Mirafra hova,Mirafra_hova,4,2,2,0,13.05,8.825,4.575,5.2,20.475,15.475,59.275,74.75,20.70720721,46.25,18.9,3,NO,,NO,,
Mirafra hypermetra,Mirafra_hypermetra,5,1,3,1,21.41,13.8,5.3,6.8,32.564,18.5,93.5,109,16.56793006,74.4,61.39,3,NO,,NO,,
Mirafra javanica,Mirafra_javanica,4,1,2,1,13.825,9.15,4.775,6.425,21.65,14.55,57.2,71.75,20.24256029,48.5,23,3,NO,,NO,,
Mirafra microptera,Mirafra_microptera,4,2,2,0,15.0075,9.6475,4.9125,5.343333333,22.4275,9.9175,61.2075,71.125,13.83393129,47,26.2,3,NO,,NO,,
Mirafra passerina,Mirafra_passerina,4,2,2,0,13.65,8.775,4.675,5.7,20.25,15.675,64.075,79.75,19.62795464,53.25,24.7,2,NO,,NO,,
Mirafra poecilosterna,Mirafra_poecilosterna,4,2,2,0,15.525,9.9,3.325,4.575,21.8,12.7,72.8,85.5,14.85010506,66.5,24.7,2,NO,,NO,,
Mirafra pulpa,Mirafra_pulpa,4,1,3,0,12.575,8.475,4.85,5.45,19.675,15.5,63.875,79.375,19.58013085,53.625,21.9,3,NO,,NO,,
Mirafra rufa,Mirafra_rufa,4,2,2,0,14.925,8.975,4.25,4.8,21.725,14.75,67.5,82.25,17.9208043,62,29.15,2,NO,,NO,,
Mirafra rufocinnamomea,Mirafra_rufocinnamomea,5,2,2,1,15.222,8.75,3.95,4.975,22.786,11.225,68.525,80,14.03373073,54,26.29,2,NO,,NO,,
Mirafra sabota,Mirafra_sabota,4,2,2,0,16.175,9.7,4.025,4.675,21.575,15,65.875,80.875,18.51269665,50.625,24.7,3,NO,,NO,,
Mirafra somalica,Mirafra_somalica,4,2,2,0,24.3,15.45,4.25,5.625,30.075,16.625,81.875,98.5,16.81662088,69.75,46.6,3,NO,,NO,,
Mirafra williamsi,Mirafra_williamsi,3,1,2,0,13.96666667,9.766666667,5.666666667,6.633333333,21.53333333,14.73333333,68.6,83.33333333,17.6897019,57.66666667,29.15,2,NO,,NO,,
Mitrephanes olivaceus,Mitrephanes_olivaceus,4,1,2,1,12.6575,6.835,4.3625,2.9325,12.1525,14.7725,52.7275,67.5,21.88312496,58.25,10,1,NO,,NO,,
Mitrephanes phaeocercus,Mitrephanes_phaeocercus,4,2,2,0,12.025,6.425,4.2,2.575,12.475,17.375,51.375,68.75,25.27385051,62.25,8.59,1,NO,,NO,,
Mitrospingus cassinii,Mitrospingus_cassinii,4,2,2,0,21.975,12.75,5.175,6.825,24.725,10.325,71.925,82.25,12.56708753,72.25,40.4,2,NO,,NO,,
Mitrospingus oleagineus,Mitrospingus_oleagineus,4,0,2,2,20.6825,11.92,5.4625,7.075,25.7475,16.8,76.575,93.375,17.98048398,84.375,41.3,1,NO,,NO,,
Mitu mitu,Mitu_mitu,4,0,2,2,59.3,36.075,19.3,44.15,108.3,26.175,358.075,384.25,6.850840685,340.25,2850.47,1,NO,,NO,,
Mitu salvini,Mitu_salvini,4,1,0,3,56.225,31.9,13.95,30.075,110.75,29.95,336.55,366.5,8.296451389,325.5,3100,1,NO,,NO,,
