BirdTree,Genera
Schistochlamys_ruficapillus,Schistochlamys
Sicalis_citrina,Sicalis
Sporophila_ardesiaca,Sporophila
Tachyphonus_coronatus,Tachyphonus
Tangara_desmaresti,Tangara
Pipile_jacutinga,Pipile
Bucanetes_githagineus,Bucanetes
Phylloscopus_neglectus,Phylloscopus
Dendrocopos_assimilis,Dendrocopos
Emberiza_striolata,Emberiza
Saxicola_leucurus,Saxicola
Saxicola_macrorhynchus,Saxicola
Ammoperdix_griseogularis,Ammoperdix
Caprimulgus_mahrattensis,Caprimulgus
Chrysomma_altirostre,Chrysomma
Calandrella_brachydactyla,Calandrella
Scotocerca_inquieta,Scotocerca
Geositta_cunicularia,Geositta
Veniliornis_mixtus,Veniliornis
Tachuris_rubrigastra,Tachuris
Poospiza_nigrorufa,Poospiza
Anthus_correndera,Anthus
Anthus_furcatus,Anthus
Asthenes_baeri,Asthenes
Cranioleuca_sulphurifera,Cranioleuca
Leptasthenura_platensis,Leptasthenura
Lessonia_rufa,Lessonia
Limnornis_curvirostris,Limnornis
Mimus_patagonicus,Mimus
Spartonoica_maluroides,Spartonoica
Neoxolmis_rufiventris,Neoxolmis
Phytotoma_rutila,Phytotoma
Pseudocolopteryx_flaviventris,Pseudocolopteryx
Upucerthia_dumetaria,Upucerthia
Xolmis_coronatus,Xolmis
Xolmis_rubetra,Xolmis
Agriornis_micropterus,Agriornis
Asthenes_hudsoni,Asthenes
Asthenes_pyrrholeuca,Asthenes
Cinclodes_fuscus,Cinclodes
Anthus_hellmayri,Anthus
Milvus_milvus,Milvus
Remiz_pendulinus,Remiz
Tetrax_tetrax,Tetrax
Lanius_meridionalis,Lanius
Alectoris_rufa,Alectoris
Cettia_canturians,Cettia
Motacilla_flava,Motacilla
Muscicapa_dauurica,Muscicapa
Zoothera_dauma,Zoothera
Cypsiurus_balasiensis,Cypsiurus
Francolinus_pintadeanus,Francolinus
Falco_severus,Falco
Halcyon_pileata,Halcyon
Alcippe_morrisonia,Alcippe
Artamus_fuscus,Artamus
Cissa_hypoleuca,Cissa
Corvus_torquatus,Corvus
Cyornis_unicolor,Cyornis
Dendronanthus_indicus,Dendronanthus
Hemixos_castanonotus,Hemixos
Luscinia_calliope,Luscinia
Luscinia_sibilans,Luscinia
Pitta_soror,Pitta
Sturnus_nigricollis,Sturnus
Microhierax_melanoleucos,Microhierax
Ninox_scutulata,Ninox
Sasia_ochracea,Sasia
Coturnix_chinensis,Coturnix
Spilornis_cheela,Spilornis
Streptopelia_tranquebarica,Streptopelia
Treron_sieboldii,Treron
Tyto_longimembris,Tyto
Aethopyga_christinae,Aethopyga
Alophoixus_pallidus,Alophoixus
Cisticola_exilis,Cisticola
Emberiza_spodocephala,Emberiza
Garrulax_cineraceus,Garrulax
Tephrodornis_gularis,Tephrodornis
Terpsiphone_paradisi,Terpsiphone
Aethopyga_gouldiae,Aethopyga
Ficedula_albicilla,Ficedula
Syrrhaptes_paradoxus,Syrrhaptes
Actinodura_ramsayi,Actinodura
Garrulax_chinensis,Garrulax
Emberiza_rutila,Emberiza
Emberiza_tristrami,Emberiza
Acridotheres_cristatellus,Acridotheres
Phylloscopus_inornatus,Phylloscopus
Delichon_dasypus,Delichon
Emberiza_fucata,Emberiza
Enicurus_leschenaulti,Enicurus
Eophona_migratoria,Eophona
Ficedula_mugimaki,Ficedula
Garrulax_perspicillatus,Garrulax
Iole_propinqua,Iole
Pycnonotus_aurigaster,Pycnonotus
Lanius_tigrinus,Lanius
Lanius_collurioides,Lanius
Monticola_gularis,Monticola
Niltava_davidi,Niltava
Cuculus_fugax,Cuculus
Ketupa_flavipes,Ketupa
Phylloscopus_subaffinis,Phylloscopus
Spizixos_semitorques,Spizixos
Turdus_obscurus,Turdus
Yuhina_torqueola,Yuhina
Butastur_indicus,Butastur
Caprimulgus_affinis,Caprimulgus
Cyornis_hainanus,Cyornis
Alcippe_brunnea,Alcippe
Carpodacus_erythrinus,Carpodacus
Ficedula_hyperythra,Ficedula
Orthotomus_cuculatus,Orthotomus
Bradypterus_mandelli,Bradypterus
Eophona_personata,Eophona
Sturnus_sericeus,Sturnus
Garrulax_canorus,Garrulax
Turdus_cardis,Turdus
Turdus_hortulorum,Turdus
Dactylortyx_thoracicus,Dactylortyx
Ergaticus_ruber,Ergaticus
Geothlypis_nelsoni,Geothlypis
Parula_superciliosa,Parula
Selasphorus_sasin,Selasphorus
Atlapetes_pileatus,Atlapetes
Seiurus_noveboracensis,Seiurus
Vireo_gilvus,Vireo
Diglossa_baritula,Diglossa
Pheucticus_ludovicianus,Pheucticus
Psarocolius_montezuma,Psarocolius
Otus_scops,Otus
Parus_lugubris,Parus
Sitta_neumayer,Sitta
Alectoris_graeca,Alectoris
Ortalis_guttata,Ortalis
Pionopsitta_pileata,Pionopsitta
Cyanoloxia_glaucocaerulea,Cyanoloxia
Picumnus_nebulosus,Picumnus
Scytalopus_pachecoi,Scytalopus
Cranioleuca_obsoleta,Cranioleuca
Cranioleuca_pyrrhophia,Cranioleuca
Limnoctites_rectirostris,Limnoctites
Phacellodomus_striaticollis,Phacellodomus
Stephanophorus_diadematus,Stephanophorus
Tangara_preciosa,Tangara
Cyanocorax_caeruleus,Cyanocorax
Serpophaga_munda,Serpophaga
Xolmis_dominicanus,Xolmis
Habia_rubica,Habia
Poospiza_cabanisi,Poospiza
Gubernatrix_cristata,Gubernatrix
Sporophila_frontalis,Sporophila
Toxostoma_lecontei,Toxostoma
Vireo_plumbeus,Vireo
Acrocephalus_scirpaceus,Acrocephalus
Anthus_similis,Anthus
Bubo_africanus,Bubo
Oena_capensis,Oena
Torgos_tracheliotos,Torgos
Circaetus_cinereus,Circaetus
Circus_ranivorus,Circus
Colius_colius,Colius
Columba_arquatrix,Columba
Coracias_caudatus,Coracias
Alcedo_cristata,Alcedo
Dendropicos_fuscescens,Dendropicos
Thripias_namaquus,Thripias
Falco_biarmicus,Falco
Falco_rupicoloides,Falco
Phoeniculus_purpureus,Phoeniculus
Geocolaptes_olivaceus,Geocolaptes
Glaucidium_perlatum,Glaucidium
Halcyon_chelicuti,Halcyon
Haliaeetus_vocifer,Haliaeetus
Indicator_indicator,Indicator
Indicator_minor,Indicator
Polemaetus_bellicosus,Polemaetus
Acrocephalus_gracilirostris,Acrocephalus
Polyboroides_typus,Polyboroides
Tockus_leucomelas,Tockus
Bradornis_mariquensis,Bradornis
Camaroptera_fasciolata,Camaroptera
Cisticola_tinniens,Cisticola
Certhilauda_semitorquata,Certhilauda
Cisticola_ayresii,Cisticola
Cisticola_lais,Cisticola
Cisticola_fulvicapilla,Cisticola
Corvus_capensis,Corvus
Creatophora_cinerea,Creatophora
Emberiza_flaviventris,Emberiza
Erythropygia_leucophrys,Erythropygia
Erythropygia_paena,Erythropygia
Euplectes_albonotatus,Euplectes
Hirundo_dimidiata,Hirundo
Parus_cinerascens,Parus
Petronia_superciliaris,Petronia
Spreo_bicolor,Spreo
Sylvia_subcaerulea,Sylvia
Telophorus_sulfureopectus,Telophorus
Turdus_libonyanus,Turdus
Uraeginthus_granatinus,Uraeginthus
Megaceryle_maxima,Megaceryle
Melierax_gabar,Melierax
Melierax_canorus,Melierax
Merops_bullockoides,Merops
Merops_pusillus,Merops
Francolinus_coqui,Francolinus
Poicephalus_meyeri,Poicephalus
Prodotiscus_regulus,Prodotiscus
Francolinus_natalensis,Francolinus
Francolinus_swainsonii,Francolinus
Pterocles_gutturalis,Pterocles
Ptilopsis_granti,Ptilopsis
Rhinopomastus_cyanomelas,Rhinopomastus
Sagittarius_serpentarius,Sagittarius
Francolinus_levaillantii,Francolinus
Tockus_erythrorhynchus,Tockus
Tricholaema_leucomelas,Tricholaema
Turtur_chalcospilos,Turtur
Tyto_capensis,Tyto
Mirafra_africana,Mirafra
Anaplectes_rubriceps,Anaplectes
Anthoscopus_caroli,Anthoscopus
Calandrella_cinerea,Calandrella
Cisticola_aberrans,Cisticola
Dicrurus_adsimilis,Dicrurus
Emberiza_tahapisi,Emberiza
Mirafra_apiata,Mirafra
Nectarinia_afra,Nectarinia
Vidua_regia,Vidua
Euplectes_progne,Euplectes
Eupodotis_senegalensis,Eupodotis
Mirafra_sabota,Mirafra
Oenanthe_monticola,Oenanthe
Euplectes_ardens,Euplectes
Anthoscopus_minutus,Anthoscopus
Batis_molitor,Batis
Cisticola_chiniana,Cisticola
Cisticola_aridulus,Cisticola
Cisticola_rufilatus,Cisticola
Eremopterix_verticalis,Eremopterix
Eurocephalus_anguitimens,Eurocephalus
Aquila_verreauxii,Aquila
Laniarius_atrococcineus,Laniarius
Macronyx_capensis,Macronyx
Monticola_brevipes,Monticola
Monticola_explorator,Monticola
Monticola_rupestris,Monticola
Nilaus_afer,Nilaus
Oenanthe_pileata,Oenanthe
Jynx_ruficollis,Jynx
Passer_motitensis,Passer
Amadina_fasciata,Amadina
Ploceus_capensis,Ploceus
Plocepasser_mahali,Plocepasser
Prinia_subflava,Prinia
Sporopipes_squamifrons,Sporopipes
Prionops_plumatus,Prionops
Pytilia_melba,Pytilia
Spizocorys_conirostris,Spizocorys
Stenostira_scita,Stenostira
Sylvietta_rufescens,Sylvietta
Pogoniulus_chrysoconus,Pogoniulus
Tchagra_australis,Tchagra
Tchagra_senegalus,Tchagra
Telophorus_zeylonus,Telophorus
Terpsiphone_viridis,Terpsiphone
Turdoides_bicolor,Turdoides
Urolestes_melanoleucus,Urolestes
Vidua_funerea,Vidua
Vidua_purpurascens,Vidua
Accipiter_melanoleucus,Accipiter
Eupodotis_afraoides,Eupodotis
Alcedo_semitorquata,Alcedo
Apaloderma_narina,Apaloderma
Apus_horus,Apus
Asio_capensis,Asio
Bubo_capensis,Bubo
Bubo_lacteus,Bubo
Buteo_rufofuscus,Buteo
Campethera_bennettii,Campethera
Campethera_abingoni,Campethera
Caprimulgus_pectoralis,Caprimulgus
Caprimulgus_rufigena,Caprimulgus
Estrilda_erythronotos,Estrilda
Lagonosticta_rubricata,Lagonosticta
Gyps_africanus,Gyps
Gyps_coprotheres,Gyps
Psophocichla_litsitsirupa,Psophocichla
Trigonoceps_occipitalis,Trigonoceps
Bradypterus_baboecala,Bradypterus
Apalis_thoracica,Apalis
Campephaga_flava,Campephaga
Chersomanes_albofasciata,Chersomanes
Cisticola_textrix,Cisticola
Corvus_albus,Corvus
Eremomela_icteropygialis,Eremomela
Eremomela_usticollis,Eremomela
Eremopterix_leucotis,Eremopterix
Mirafra_cheniana,Mirafra
Mirafra_rufocinnamomea,Mirafra
Sphenoeacus_afer,Sphenoeacus
Amblyospiza_albifrons,Amblyospiza
Anthus_leucophrys,Anthus
Anthus_caffer,Anthus
Emberiza_capensis,Emberiza
Euplectes_afer,Euplectes
Myioparus_plumbeus,Myioparus
Nectarinia_mariquensis,Nectarinia
Vidua_paradisaea,Vidua
Cinnyricinclus_leucogaster,Cinnyricinclus
Anthus_lineiventris,Anthus
Lagonosticta_senegala,Lagonosticta
Lamprotornis_australis,Lamprotornis
Melaenornis_pammelaina,Melaenornis
Motacilla_aguimp,Motacilla
Myrmecocichla_formicivora,Myrmecocichla
Nectarinia_famosa,Nectarinia
Pycnonotus_nigricans,Pycnonotus
Ortygospiza_atricollis,Ortygospiza
Cercomela_familiaris,Cercomela
Quelea_quelea,Quelea
Myrmecocichla_cinnamomeiventris,Myrmecocichla
Vidua_chalybeata,Vidua
Anthus_vaalensis,Anthus
Numida_meleagris,Numida
Ploceus_cucullatus,Ploceus
Ploceus_intermedius,Ploceus
Struthio_camelus,Struthio
Vidua_macroura,Vidua
Cuculus_saturatus,Cuculus
Riparia_riparia,Riparia
Chrysocolaptes_lucidus,Chrysocolaptes
Collocalia_esculenta,Collocalia
Collocalia_troglodytes,Collocalia
Columba_vitiensis,Columba
Cuculus_micropterus,Cuculus
Dryocopus_javensis,Dryocopus
Ducula_carola,Ducula
Ducula_aenea,Ducula
Ducula_poliocephala,Ducula
Eurystomus_orientalis,Eurystomus
Gallicolumba_luzonica,Gallicolumba
Halcyon_coromanda,Halcyon
Hemiprocne_comata,Hemiprocne
Hirundapus_celebensis,Hirundapus
Aplonis_panayensis,Aplonis
Culicicapa_helianthea,Culicicapa
Cyornis_rufigastra,Cyornis
Emberiza_sulphurata,Emberiza
Hypothymis_coelestis,Hypothymis
Parus_elegans,Parus
Zoothera_cinerea,Zoothera
Macropygia_tenuirostris,Macropygia
Megapodius_cumingii,Megapodius
Microhierax_erythrogenys,Microhierax
Merops_viridis,Merops
Merops_philippinus,Merops
Mulleripicus_funebris,Mulleripicus
Ninox_philippensis,Ninox
Nisaetus_philippensis,Nisaetus
Otus_megalotis,Otus
Penelopides_manillae,Penelopides
Perdix_dauurica,Perdix
Pernis_celebensis,Pernis
Prioniturus_luconensis,Prioniturus
Ptilinopus_leclancheri,Ptilinopus
Ptilinopus_occipitalis,Ptilinopus
Surniculus_velutinus,Surniculus
Spilornis_holospilus,Spilornis
Tanygnathus_sumatranus,Tanygnathus
Treron_pompadora,Treron
Treron_vernans,Treron
Acrocephalus_arundinaceus,Acrocephalus
Aethopyga_flagrans,Aethopyga
Pitta_erythrogaster,Pitta
Lalage_melanoleuca,Lalage
Orthotomus_castaneiceps,Orthotomus
Rhipidura_javanica,Rhipidura
Zosterops_meyeni,Zosterops
Ficedula_westermanni,Ficedula
Coracina_striata,Coracina
Pitta_sordida,Pitta
Dicaeum_australe,Dicaeum
Dicaeum_bicolor,Dicaeum
Dicaeum_hypoleucum,Dicaeum
Dicaeum_pygmaeum,Dicaeum
Dicaeum_trigonostigma,Dicaeum
Dicrurus_balicassius,Dicrurus
Irena_cyanogastra,Irena
Clamator_coromandus,Clamator
Locustella_ochotensis,Locustella
Lonchura_atricapilla,Lonchura
Lonchura_leucogastra,Lonchura
Muscicapa_ferruginea,Muscicapa
Haliaeetus_leucogaster,Haliaeetus
Cuculus_sparverioides,Cuculus
Accipiter_gularis,Accipiter
Ichthyophaga_ichthyaetus,Ichthyophaga
Pericrocotus_divaricatus,Pericrocotus
Phylloscopus_cebuensis,Phylloscopus
Phylloscopus_ijimae,Phylloscopus
Prionochilus_olivaceus,Prionochilus
Rhabdornis_mystacalis,Rhabdornis
Sarcops_calvus,Sarcops
Terpsiphone_atrocaudata,Terpsiphone
Phapitreron_amethystinus,Phapitreron
Turdus_chrysolaus,Turdus
Accipiter_soloensis,Accipiter
Collocalia_mearnsi,Collocalia
Phapitreron_leucotis,Phapitreron
Bubo_philippensis,Bubo
Batrachostomus_septimus,Batrachostomus
Bolbopsittacus_lunulatus,Bolbopsittacus
Cacomantis_merulinus,Cacomantis
Caprimulgus_manillensis,Caprimulgus
Alcedo_cyanopectus,Alcedo
Ceyx_melanurus,Ceyx
Chrysococcyx_xanthorhynchus,Chrysococcyx
Cyanoptila_cyanomelana,Cyanoptila
Locustella_lanceolata,Locustella
Acrocephalus_australis,Acrocephalus
Erythrura_viridifacies,Erythrura
Ficedula_narcissina,Ficedula
Corvus_enca,Corvus
Orthotomus_derbianus,Orthotomus
Coracina_mindanensis,Coracina
Artamus_leucorynchus,Artamus
Coracina_coerulescens,Coracina
Terpsiphone_cinnamomea,Terpsiphone
Anthus_gustavi,Anthus
Sturnus_philippensis,Sturnus
Aethopyga_pulcherrima,Aethopyga
Arachnothera_clarae,Arachnothera
Aethopyga_bella,Aethopyga
Muscicapa_randi,Muscicapa
Sitta_oenochlamys,Sitta
Zosterops_nigrorum,Zosterops
Collocalia_vanikorensis,Collocalia
Padda_oryzivora,Padda
Streptopelia_bitorquata,Streptopelia
Tanygnathus_lucionensis,Tanygnathus
Loxia_leucoptera,Loxia
Muscisaxicola_capistratus,Muscisaxicola
Circus_cinereus,Circus
Colaptes_pitius,Colaptes
Asthenes_anthoides,Asthenes
Asthenes_modesta,Asthenes
Carduelis_atrata,Carduelis
Colorhamphus_parvirostris,Colorhamphus
Geositta_rufipennis,Geositta
Phrygilus_unicolor,Phrygilus
Sylviorthorhynchus_desmursii,Sylviorthorhynchus
Metriopelia_melanoptera,Metriopelia
Oreotrochilus_leucopleurus,Oreotrochilus
Strix_rufipes,Strix
Vultur_gryphus,Vultur
Enicognathus_ferrugineus,Enicognathus
Cinclodes_patagonicus,Cinclodes
Agriornis_montanus,Agriornis
Agriornis_lividus,Agriornis
Cinclodes_oustaleti,Cinclodes
Muscisaxicola_cinereus,Muscisaxicola
Muscisaxicola_maculirostris,Muscisaxicola
Phrygilus_gayi,Phrygilus
Phrygilus_patagonicus,Phrygilus
Pteroptochos_megapodius,Pteroptochos
Bubo_magellanicus,Bubo
Buteo_albigula,Buteo
Prunella_collaris,Prunella
Sporophila_melanogaster,Sporophila
Claravis_godefrida,Claravis
Clytolaema_rubricauda,Clytolaema
Dromococcyx_pavoninus,Dromococcyx
Lophornis_chalybeus,Lophornis
Pyrrhocoma_ruficeps,Pyrrhocoma
Anabacerthia_amaurotis,Anabacerthia
Batara_cinerea,Batara
Carpornis_cucullata,Carpornis
Dysithamnus_stictothorax,Dysithamnus
Hemitriccus_obsoletus,Hemitriccus
Poospiza_thoracica,Poospiza
Hylopezus_nattereri,Hylopezus
Myrmotherula_gularis,Myrmotherula
Poospiza_lateralis,Poospiza
Megascops_atricapilla,Megascops
Picumnus_temminckii,Picumnus
Pteroglossus_bailloni,Pteroglossus
Spizaetus_melanoleucus,Spizaetus
Cichlocolaptes_leucophrus,Cichlocolaptes
Mackenziaena_leachii,Mackenziaena
Phyllomyias_griseocapilla,Phyllomyias
Psilorhamphus_guttatus,Psilorhamphus
Ramphotrigon_megacephalum,Ramphotrigon
Turdus_subalaris,Turdus
Euphonia_chalybea,Euphonia
Myrmeciza_squamosa,Myrmeciza
Leucopternis_polionotus,Leucopternis
Tinamus_solitarius,Tinamus
Attila_rufus,Attila
Chamaeza_ruficauda,Chamaeza
Conopophaga_melanops,Conopophaga
Iodopleura_pipra,Iodopleura
Leptasthenura_setaria,Leptasthenura
Lipaugus_lanioides,Lipaugus
Merulaxis_ater,Merulaxis
Onychorhynchus_swainsoni,Onychorhynchus
Phacellodomus_erythrophthalmus,Phacellodomus
Phylloscartes_difficilis,Phylloscartes
Phyllomyias_virescens,Phyllomyias
Phylloscartes_paulista,Phylloscartes
Phylloscartes_sylviolus,Phylloscartes
Platyrinchus_leucoryphus,Platyrinchus
Polioptila_lactea,Polioptila
Ramphocelus_bresilius,Ramphocelus
Saltator_maxillosus,Saltator
Tangara_cyanocephala,Tangara
Tangara_seledon,Tangara
Tangara_cyanoptera,Tangara
Chloroceryle_aenea,Chloroceryle
Ramphodon_naevius,Ramphodon
Amazona_vinacea,Amazona
Brotogeris_tirica,Brotogeris
Biatas_nigropectus,Biatas
Carpornis_melanocephala,Carpornis
Chamaeza_meruloides,Chamaeza
Eleoscytalopus_indigoticus,Eleoscytalopus
Furnarius_figulus,Furnarius
Drymophila_squamata,Drymophila
Piculus_aurulentus,Piculus
Neochelidon_tibialis,Neochelidon
Hylophilus_poicilotis,Hylophilus
Arremon_semitorquatus,Arremon
Tiaris_fuliginosus,Tiaris
Orchesticus_abeillei,Orchesticus
Orthogonys_chloricterus,Orthogonys
Saltator_fuliginosus,Saltator
Sporophila_falcirostris,Sporophila
Turdus_flavipes,Turdus
Amaurospiza_moesta,Amaurospiza
Scytalopus_speluncae,Scytalopus
Cinclus_mexicanus,Cinclus
Polioptila_nigriceps,Polioptila
Pyrrhocorax_graculus,Pyrrhocorax
Otis_tarda,Otis
Sturnus_unicolor,Sturnus
Strix_nigrolineata,Strix
Colaptes_rubiginosus,Colaptes
Crax_rubra,Crax
Dendrortyx_barbatus,Dendrortyx
Pionus_senilis,Pionus
Amblycercus_holosericeus,Amblycercus
Cyanocompsa_parellina,Cyanocompsa
Cyanolyca_nana,Cyanolyca
Picoides_fumigatus,Picoides
Oporornis_formosus,Oporornis
Vermivora_peregrina,Vermivora
Megascops_guatemalae,Megascops
Patagioenas_flavirostris,Patagioenas
Pteroglossus_torquatus,Pteroglossus
Ramphastos_sulfuratus,Ramphastos
Trogon_melanocephalus,Trogon
Trogon_collaris,Trogon
Geotrygon_albifacies,Geotrygon
Lepidocolaptes_affinis,Lepidocolaptes
Aratinga_nana,Aratinga
Nyctibius_jamaicensis,Nyctibius
Xiphorhynchus_flavigaster,Xiphorhynchus
Dendroica_petechia,Dendroica
Empidonax_albigularis,Empidonax
Empidonax_flaviventris,Empidonax
Empidonax_minimus,Empidonax
Euphonia_affinis,Euphonia
Geothlypis_poliocephala,Geothlypis
Habia_fuscicauda,Habia
Hylocichla_mustelina,Hylocichla
Icterus_gularis,Icterus
Icterus_mesomelas,Icterus
Pachyramphus_aglaiae,Pachyramphus
Seiurus_motacilla,Seiurus
Passerina_ciris,Passerina
Protonotaria_citrea,Protonotaria
Saltator_atriceps,Saltator
Setophaga_ruticilla,Setophaga
Tachycineta_albilinea,Tachycineta
Toxostoma_longirostre,Toxostoma
Chlorostilbon_canivetii,Chlorostilbon
Tyrannus_couchii,Tyrannus
Amazilia_yucatanensis,Amazilia
Caprimulgus_carolinensis,Caprimulgus
Aulacorhynchus_prasinus,Aulacorhynchus
Bolborhynchus_lineola,Bolborhynchus
Buteogallus_anthracinus,Buteogallus
Campephilus_guatemalensis,Campephilus
Campylopterus_hemileucurus,Campylopterus
Grallaria_guatimalensis,Grallaria
Cyanocorax_yncas,Cyanocorax
Vireo_griseus,Vireo
Anthracothorax_prevostii,Anthracothorax
Henicorhina_leucosticta,Henicorhina
Parula_americana,Parula
Thryothorus_maculipectus,Thryothorus
Dendroica_dominica,Dendroica
Arremonops_rufivirgatus,Arremonops
Tiaris_olivaceus,Tiaris
Icteria_virens,Icteria
Uropsila_leucogastra,Uropsila
Aratinga_holochlora,Aratinga
Anumbius_annumbi,Anumbius
Falco_femoralis,Falco
Hymenops_perspicillatus,Hymenops
Leucochloris_albicollis,Leucochloris
Molothrus_rufoaxillaris,Molothrus
Muscisaxicola_maclovianus,Muscisaxicola
Phleocryptes_melanops,Phleocryptes
Pseudoleistes_virescens,Pseudoleistes
Serpophaga_nigricans,Serpophaga
Sporophila_caerulescens,Sporophila
